"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img";"Маркировки на рулоне:"
"56116";"Marburg";"Padua";"Германия";"Серые, Серебристые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Вертикальная полоска";"1800";"Рулон";"/upload/resize_cache/iblock/770/480_480_240cd750bba9870f18aada2478b24840a/770ffab31c5d1043e21fd9b5a882793c.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56123";"Marburg";"Padua";"Германия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"2500";"Рулон";"/upload/resize_cache/iblock/17b/480_480_240cd750bba9870f18aada2478b24840a/17bcb21c53bd7e8bbacd2a41896ead4e.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56122";"Marburg";"Padua";"Германия";"Васильковые, Синие, Лазурные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Растительность";"1500";"Рулон";"/upload/resize_cache/iblock/55c/480_480_240cd750bba9870f18aada2478b24840a/55c897a41cb95168cffcf27340b77421.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56120";"Marburg";"Padua";"Германия";"Серебристые, Серые, Белые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Растительность";"390";"Рулон";"/upload/resize_cache/iblock/3a3/480_480_240cd750bba9870f18aada2478b24840a/3a385905ab018491bf3a4ecead3067a0.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56124";"Marburg";"Padua";"Германия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Под камень, Ромбы";"390";"Рулон";"/upload/resize_cache/iblock/180/480_480_240cd750bba9870f18aada2478b24840a/180600660e2c3ae257aaac343994cdab.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56125";"Marburg";"Padua";"Германия";"Песочные, Кремовые, Жемчужные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"2500";"Рулон";"/upload/resize_cache/iblock/211/480_480_240cd750bba9870f18aada2478b24840a/211fb2fb387cb4c1d42d0aa0c63e7bf5.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56127";"Marburg";"Padua";"Германия";"Васильковые, Синие, Лазурные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"1500";"Рулон";"/upload/resize_cache/iblock/b14/480_480_240cd750bba9870f18aada2478b24840a/b148b71df6f57ac19e2778b74d9f87f2.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56130";"Marburg";"Padua";"Германия";"Серые, Серебристые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"1500";"Рулон";"/upload/resize_cache/iblock/18b/480_480_240cd750bba9870f18aada2478b24840a/18b157da227b91c3938eb57a47491454.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56129";"Marburg";"Padua";"Германия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"1800";"Рулон";"/upload/resize_cache/iblock/4e1/480_480_240cd750bba9870f18aada2478b24840a/4e115020b9c11f293fa41b9a7ba48624.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56128";"Marburg";"Padua";"Германия";"Серые, Серебристые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"1500";"Рулон";"/upload/resize_cache/iblock/199/480_480_240cd750bba9870f18aada2478b24840a/199c4f6e3063ba14ce292812529db2cc.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56134";"Marburg";"Padua";"Германия";"Шоколадные, Венге, Коричневые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"390";"Рулон";"/upload/resize_cache/iblock/56d/480_480_240cd750bba9870f18aada2478b24840a/56d7447332ae848bb0dadfb54aea52e3.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56133";"Marburg";"Padua";"Германия";"Синие, Лазурные, Васильковые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"2500";"Рулон";"/upload/resize_cache/iblock/9a5/480_480_240cd750bba9870f18aada2478b24840a/9a5121a323a0f3bea02629bb57eabe14.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56135";"Marburg";"Padua";"Германия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"1800";"Рулон";"/upload/resize_cache/iblock/4bb/480_480_240cd750bba9870f18aada2478b24840a/4bb5c99a208713b8bcb54c71fe5705b1.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56136";"Marburg";"Padua";"Германия";"Бордовые, Вишнёвые, Алые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"390";"Рулон";"/upload/resize_cache/iblock/dba/480_480_240cd750bba9870f18aada2478b24840a/dbac5c634505ff2559600aa0cebe9d40.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56126";"Marburg";"Padua";"Германия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"390";"Рулон";"/upload/resize_cache/iblock/fc6/480_480_240cd750bba9870f18aada2478b24840a/fc62ac4755fa3ec70b55e7a1c01fca5a.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56141";"Marburg";"Padua";"Германия";"Бронзовые, Шоколадные, Коричневые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Вензеля";"390";"Рулон";"/upload/resize_cache/iblock/187/480_480_240cd750bba9870f18aada2478b24840a/187486a98514b1de3ed169c0c805da9f.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56137";"Marburg";"Padua";"Германия";"Бронзовые, Шоколадные, Терракотовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"1800";"Рулон";"/upload/resize_cache/iblock/508/480_480_240cd750bba9870f18aada2478b24840a/5085a7a88eb9bdc0c9957c3b461a39d6.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56139";"Marburg";"Padua";"Германия";"Шоколадные, Венге, Кофейные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"1800";"Рулон";"/upload/resize_cache/iblock/477/480_480_240cd750bba9870f18aada2478b24840a/47771816505083e21b6908e2e3312d66.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56138";"Marburg";"Padua";"Германия";"Серые, Серебристые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Вензеля";"2500";"Рулон";"/upload/resize_cache/iblock/6c0/480_480_240cd750bba9870f18aada2478b24840a/6c0b2c8f06540cb4eae5527da5cb9955.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56140";"Marburg";"Padua";"Германия";"Песочные, Бежевые, Кремовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Вензеля";"2500";"Рулон";"/upload/resize_cache/iblock/db5/480_480_240cd750bba9870f18aada2478b24840a/db5a9cc60c98644782c29c4f2d9fe320.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"56301";"Marburg";"Colani Evolution";"Германия";"Бежевые, Кремовые, Жемчужные";"Виниловые";"Флизелин";"0,7, Узкие";"10,05";"Под штукатурку";"390";"Рулон";"/upload/resize_cache/iblock/2cb/480_480_240cd750bba9870f18aada2478b24840a/2cbd448366bdaab6b092c12272f9fc3c.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329664"" aria-describedby=""tooltip-329664"" title=""Влагоустои?чивые
"" data-title=""Влагоустои?чивые
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
