"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img"
"20867";"Sirpi";"Altagamma Home 2";"Италия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под ткань";"1500";"Рулон";"/upload/resize_cache/iblock/fe5/480_480_240cd750bba9870f18aada2478b24840a/fe56d636402de8807b8de1efcbcaba0c.jpg"
"20869";"Sirpi";"Altagamma Home 2";"Италия";"Жемчужные, Кремовые, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под ткань";"1500";"Рулон";"/upload/resize_cache/iblock/f7d/480_480_240cd750bba9870f18aada2478b24840a/f7d2b00f243eaf40bd1f9eec3facc9fb.jpg"
"20871";"Sirpi";"Altagamma Home 2";"Италия";"Шоколадные, Зелёные, Бронзовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1500";"Рулон";"/upload/resize_cache/iblock/18a/480_480_240cd750bba9870f18aada2478b24840a/18ad47f4355528bd92955bad912c2c09.jpg"
"20868";"Sirpi";"Altagamma Home 2";"Италия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под ткань";"1500";"Рулон";"/upload/resize_cache/iblock/22f/480_480_240cd750bba9870f18aada2478b24840a/22f685664cd677d26fcedac453b28700.jpg"
"20870";"Sirpi";"Altagamma Home 2";"Италия";"Кофейные, Коричневые, Терракотовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"3276";"Рулон";"/upload/resize_cache/iblock/4ac/480_480_240cd750bba9870f18aada2478b24840a/4ac5c97e95b0738c17e91400a6250732.jpg"
"20890";"Sirpi";"Altagamma Home 2";"Италия";"Ванильные, Кофейные, Шоколадные";"Виниловые";"Флизелин";"1,36";"3";"Дома, Сюжет";"2500";"шт.";"/upload/resize_cache/iblock/bab/480_480_240cd750bba9870f18aada2478b24840a/babee949f427daa74dc769c643f5825a.jpg"
"20891";"Sirpi";"Altagamma Home 2";"Италия";"Бронзовые, Алые, Бордовые";"Виниловые";"Флизелин";"1,36";"3";"Дома, Сюжет";"390";"шт.";"/upload/resize_cache/iblock/57c/480_480_240cd750bba9870f18aada2478b24840a/57c6d672a2e6e3df2e9886e1cfb14b34.jpg"
"20892";"Sirpi";"Altagamma Home 2";"Италия";"Терракотовые, Ванильные, Серые";"Виниловые";"Флизелин";"1,36";"3";"Буквы и надписи, Марки и карты";"19152";"шт.";"/upload/resize_cache/iblock/4cd/480_480_240cd750bba9870f18aada2478b24840a/4cde7663ec12104d31837de95bc83432.jpg"
"20893";"Sirpi";"Altagamma Home 2";"Италия";"Белые, Серые, Фиалковые";"Виниловые";"Флизелин";"1,36";"3";"Буквы и надписи, Марки и карты, Сюжет";"19152";"шт.";"/upload/resize_cache/iblock/093/480_480_240cd750bba9870f18aada2478b24840a/0933cc166258fc02ecfa3f0e3216a014.jpg"
"20900 CW";"Aquarelle";"Wisteria Cottage";"США";"Фиолетовые, Сиреневые, Сливовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Под дерево, Полоска";"2500";"Рулон";"/upload/resize_cache/iblock/acb/480_480_240cd750bba9870f18aada2478b24840a/acb986a518a1bb1bbf657888c64ae8f0.jpg"
"20900 MO";"Aquarelle";"Soho";"США";"Серебристые, Серые";"Бумажные";"Бумага";"0,68, Узкие";"8,23";"Узор, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/8cf/480_480_240cd750bba9870f18aada2478b24840a/8cf87b6d52b1faf5326e26f1d2a7dace.jpg"
"209001";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/cb1/480_480_240cd750bba9870f18aada2478b24840a/cb100f88ea473c48fbfb8999def9c779.png"
"209002";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/e7b/480_480_240cd750bba9870f18aada2478b24840a/e7baa37c3b4f30021db1e4db6ee76ccf.png"
"209003";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/52a/480_480_240cd750bba9870f18aada2478b24840a/52a05a1ff167ac61d31f2e404ac9540c.png"
"209004";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/3fb/480_480_240cd750bba9870f18aada2478b24840a/3fbbf2fbb57ad69ebb15906ced85652f.png"
"209005";"Calcutta";"Classico";"Бельгия";"Фисташковые, Салатовые, Болотные";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/1ef/480_480_240cd750bba9870f18aada2478b24840a/1effa6498afd958f7d3122c41fb7fb96.png"
"209006";"Calcutta";"Classico";"Бельгия";"Оливковые, Зелёные, Салатовые";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/f1e/480_480_240cd750bba9870f18aada2478b24840a/f1e5bdaabb2d95a25570b97225a8d3fa.png"
"209008";"Calcutta";"Classico";"Бельгия";"Бронзовые, Терракотовые, Коричневые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/360/480_480_240cd750bba9870f18aada2478b24840a/360a40459d9c73aff02290c4e628cb57.png"
"209007";"Calcutta";"Classico";"Бельгия";"Оливковые, Болотные, Салатовые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/ece/480_480_240cd750bba9870f18aada2478b24840a/ecef23f021d9663be87b8c93d2d41df3.png"
"209009";"Calcutta";"Classico";"Бельгия";"Бронзовые, Венге, Кофейные";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/08d/480_480_240cd750bba9870f18aada2478b24840a/08d8eabdcb17ceb8064590a2b29726a9.png"
"20901 CW";"Aquarelle";"Wisteria Cottage";"США";"Розовые, Лиловые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Под дерево, Полоска";"390";"Рулон";"/upload/resize_cache/iblock/e61/480_480_240cd750bba9870f18aada2478b24840a/e61074587cb1774b68bb0ed3f592f5a0.jpg"
"209011";"Calcutta";"Classico";"Бельгия";"Шоколадные, Кофейные, Коричневые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/c49/480_480_240cd750bba9870f18aada2478b24840a/c4908e982b3d2d26d918a3e1d8cb0504.png"
"209012";"Calcutta";"Classico";"Бельгия";"Венге, Бронзовые, Терракотовые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/d84/480_480_240cd750bba9870f18aada2478b24840a/d840a5c5e2b7705cf71002cbb4a6e7f0.png"
"209010";"Calcutta";"Classico";"Бельгия";"Венге, Кофейные, Бронзовые";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/893/480_480_240cd750bba9870f18aada2478b24840a/8937af08de4a2a2f961e269c8ed3390e.png"
"209013";"Calcutta";"Classico";"Бельгия";"Голубые, Лавандовые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/be7/480_480_240cd750bba9870f18aada2478b24840a/be78a868b5c5f7929b4c13ce57d69a0c.png"
"209014";"Calcutta";"Classico";"Бельгия";"Голубые, Лавандовые";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/54b/480_480_240cd750bba9870f18aada2478b24840a/54b319d13a465f5d29b8df71ac89c729.png"
"209015";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/557/480_480_240cd750bba9870f18aada2478b24840a/557f201cfd782771eca2fcf46ab688c0.png"
"209016";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/ad9/480_480_240cd750bba9870f18aada2478b24840a/ad92f0a1afee44335b4a670988f4e5c0.png"
"209017";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/4da/480_480_240cd750bba9870f18aada2478b24840a/4da819e101986c61b2cef056a6442d89.png"
"209018";"Calcutta";"Classico";"Бельгия";"Серые, Серебристые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/a43/480_480_240cd750bba9870f18aada2478b24840a/a43bcfb351abbd582f25b7d22030ce83.png"
"209019";"Calcutta";"Classico";"Бельгия";"Шоколадные, Бронзовые, Терракотовые";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/4a0/480_480_240cd750bba9870f18aada2478b24840a/4a0c1b3f2de2aaa69616b0209d1d5539.png"
"20902 MO";"Aquarelle";"Soho";"США";"Голубые, Лавандовые";"Бумажные";"Бумага";"0,68, Узкие";"8,23";"Узор, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/354/480_480_240cd750bba9870f18aada2478b24840a/354c3ac94f9f0401b8bbbca776888ec8.jpg"
"209020";"Calcutta";"Classico";"Бельгия";"Серые, Серебристые, Черные";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/a38/480_480_240cd750bba9870f18aada2478b24840a/a38781731b2a89768885cf4e88c19ebd.png"
"209023";"Calcutta";"Classico";"Бельгия";"Бронзовые, Шоколадные, Венге";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/012/480_480_240cd750bba9870f18aada2478b24840a/0127a78bedbe17d0bca6d885d6344cb5.png"
"209021";"Calcutta";"Classico";"Бельгия";"Черные, Серебристые, Серые";"Текстильные";"Флизелин";;;"Дамаск, Орнамент, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/04b/480_480_240cd750bba9870f18aada2478b24840a/04b08e7c1d4d83a1f0523346ab81aeeb.png"
"209022";"Calcutta";"Classico";"Бельгия";"Шоколадные, Кофейные, Венге";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/b0e/480_480_240cd750bba9870f18aada2478b24840a/b0e0cf77291346e760d6a87746767160.png"
"209024";"Calcutta";"Classico";"Бельгия";"Терракотовые, Шоколадные, Бронзовые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/d9b/480_480_240cd750bba9870f18aada2478b24840a/d9b7ac918b38ecddc974637a3e191831.png"
"209028";"Calcutta";"Classico";"Бельгия";"Венге, Коричневые, Бронзовые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/fdb/480_480_240cd750bba9870f18aada2478b24840a/fdbe7779bc7e03c5147c5b0548a2996c.png"
"209025";"Calcutta";"Classico";"Бельгия";"Фисташковые, Салатовые, Болотные";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/bce/480_480_240cd750bba9870f18aada2478b24840a/bcea09ea28833cfa85773f29b6898a0f.png"
"209026";"Calcutta";"Classico";"Бельгия";"Лазурные, Васильковые, Синие";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/9e5/480_480_240cd750bba9870f18aada2478b24840a/9e5bc20530cd9db203607e1533baae2b.png"
"209027";"Calcutta";"Classico";"Бельгия";"Красные, Вишнёвые, Алые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/b68/480_480_240cd750bba9870f18aada2478b24840a/b6834fb2022cd8441ea116f658096d3a.png"
"209029";"Calcutta";"Classico";"Бельгия";"Шоколадные, Кофейные, Терракотовые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/b90/480_480_240cd750bba9870f18aada2478b24840a/b90d275fed9c77095abe353ebb5cad85.png"
"209030";"Calcutta";"Classico";"Бельгия";"Шоколадные, Венге, Бронзовые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/81b/480_480_240cd750bba9870f18aada2478b24840a/81bdc7efcbd6ddf14c18af4afde769b3.png"
"209031";"Calcutta";"Classico";"Бельгия";"Кофейные, Коричневые, Венге";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/a01/480_480_240cd750bba9870f18aada2478b24840a/a01d412a0e9c08e350dde4b859a4117e.png"
"209033";"Calcutta";"Classico";"Бельгия";"Шоколадные, Кофейные, Бронзовые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/422/480_480_240cd750bba9870f18aada2478b24840a/422031910f90b5f3c61a550faea8a565.png"
"209032";"Calcutta";"Classico";"Бельгия";"Коричневые, Терракотовые, Венге";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/b86/480_480_240cd750bba9870f18aada2478b24840a/b8665b8a1750c330d3d7be0814c90240.png"
"209037";"Calcutta";"Classico";"Бельгия";"Бронзовые, Терракотовые, Венге";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/0fc/480_480_240cd750bba9870f18aada2478b24840a/0fc7836591c16b3abef566e872ce4b53.png"
"209034";"Calcutta";"Classico";"Бельгия";"Терракотовые, Бронзовые, Венге";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/b20/480_480_240cd750bba9870f18aada2478b24840a/b205fb2fb037466b29fba52e6cf84255.png"
"209036";"Calcutta";"Classico";"Бельгия";"Бронзовые, Шоколадные, Кофейные";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/65d/480_480_240cd750bba9870f18aada2478b24840a/65d6fa3244a0be083c3255ba3c9ca3e5.png"
"209035";"Calcutta";"Classico";"Бельгия";"Кофейные, Венге, Шоколадные";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/b81/480_480_240cd750bba9870f18aada2478b24840a/b81ca408cafa38ebc9930344d7d8653b.png"
"209038";"Calcutta";"Classico";"Бельгия";"Шоколадные, Коричневые, Венге";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/c21/480_480_240cd750bba9870f18aada2478b24840a/c212977ef33ce14d8a2b99fbd3800928.png"
"209039";"Calcutta";"Classico";"Бельгия";"Серые, Серебристые";"Текстильные";"Флизелин";;;"Дамаск, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/cab/480_480_240cd750bba9870f18aada2478b24840a/cab45106f5e63cb298a6e3354daae93b.png"
"209040";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Вертикальная полоска, Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/94a/480_480_240cd750bba9870f18aada2478b24840a/94a84a480c5c4ca0a44fc956266eea0c.png"
"20904 CW";"Aquarelle";"Wisteria Cottage";"США";"Бежевые, Кремовые, Жемчужные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Вертикальная полоска, Геометрия, Под дерево, Полоска";"1500";"Рулон";"/upload/resize_cache/iblock/25a/480_480_240cd750bba9870f18aada2478b24840a/25a7022d3d321aa8a5a472bafcfffafa.jpg"
"209041";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Узор";"3780";"Пог.м.";"/upload/resize_cache/iblock/99f/480_480_240cd750bba9870f18aada2478b24840a/99fe5756a2d95f3670f70bee0b7ffcce.png"
"209042";"Calcutta";"Classico";"Бельгия";"Серебристые, Серые";"Текстильные";"Флизелин";;;"Орнамент";"3780";"Пог.м.";"/upload/resize_cache/iblock/d41/480_480_240cd750bba9870f18aada2478b24840a/d4164c9d8c126ee6a7c7ec6e443d75f3.png"
"20909 CW";"Aquarelle";"Wisteria Cottage";"США";"Розовые, Лиловые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Под дерево, Полоска";"2500";"Рулон";"/upload/resize_cache/iblock/09b/480_480_240cd750bba9870f18aada2478b24840a/09b883000232874df40bf32d7c9a0d44.jpg"
"209-21 2";"SandBerg";"Rydal";"Швеция";"Белые, Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/fc0/480_480_240cd750bba9870f18aada2478b24840a/fc04fffa884c2b79a1cf77c462dce1f4.png"
"20908 MO";"Aquarelle";"Soho";"США";"Серебристые, Серые";"Бумажные";"Бумага";"0,68, Узкие";"8,23";"Узор, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/d20/480_480_240cd750bba9870f18aada2478b24840a/d20cd2463290d6b3c0f065116e7328dd.jpg"
"209-22 2";"SandBerg";"Rydal";"Швеция";"Желтые, Лимонные, Белые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/24d/480_480_240cd750bba9870f18aada2478b24840a/24dcceb13bd6cd21890b61a9d0a0eb15.png"
"20909 MO";"Aquarelle";"Soho";"США";"Сливовые, Фиолетовые, Фиалковые";"Бумажные";"Бумага";"0,68, Узкие";"8,23";"Узор, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/44e/480_480_240cd750bba9870f18aada2478b24840a/44ecfa03cb03c4e5a3ab4345efcadfb7.jpg"
"209-29 2";"SandBerg";"Rydal";"Швеция";"Песочные, Жемчужные, Кремовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/f1f/480_480_240cd750bba9870f18aada2478b24840a/f1fb7bfa0cd250a0a9ab52521d6c0e78.png"
"209-53 2";"SandBerg";"Rydal";"Швеция";"Алые, Бордовые, Ванильные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/2e2/480_480_240cd750bba9870f18aada2478b24840a/2e2c0001b3f844f7600a3e315dd99741.png"
"209-57 2";"SandBerg";"Rydal";"Швеция";"Серебристые, Синие, Лазурные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/be4/480_480_240cd750bba9870f18aada2478b24840a/be4054d8540c71bc4dac6a23ffc3a37d.png"
"209-56 2";"SandBerg";"Rydal";"Швеция";"Бежевые, Ванильные, Кремовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/d59/480_480_240cd750bba9870f18aada2478b24840a/d597d54feff7f6d84a46f573a7ccd055.png"
"209-38 2";"SandBerg";"Rydal";"Швеция";"Зелёные, Болотные, Салатовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/a0f/480_480_240cd750bba9870f18aada2478b24840a/a0f6f5b9b697349dc214c99ed5a47a0b.png"
"20";"Arlin";"Bithia";;;;;;;;;"Рулон";"/upload/iblock/95f/95f7df829c103b3067ce23f9a8fa9d15.png"
"20";"Arlin";"Iridio";;;;;;;;;"Рулон";"/upload/iblock/c0e/c0e5398d9b0cf726a2dd7ec420026e47.png"
"20";"Arlin";"Magma";;;;;;;;;"Рулон";"/upload/iblock/8d8/8d8ac84dc191ec4ede60ab5a599109a6.png"
"20";"Arlin";"Materica";;;;;;;;;"Рулон";"/upload/iblock/a4d/a4d3370abf85558f8045ab0aa618d9fe.png"
"20";"Arlin";"Palau";;;;;;;;;"Рулон";"/upload/iblock/922/922eaf29d03239ba827a50134b79fa1b.png"
"209-71 2";"SandBerg";"Rydal";"Швеция";"Терракотовые, Кремовые, Ванильные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Клетка, Под ткань";"6552";"Рулон";"/upload/resize_cache/iblock/ec5/480_480_240cd750bba9870f18aada2478b24840a/ec53174fa122ffc3c4c81578e85295a2.png"
"20C";"ProSpero";"Shambala";"США";"Жемчужные, Кремовые, Бежевые";"Текстильные";;;;"Вензеля";"25200";"Рулон";"/upload/resize_cache/iblock/727/480_480_240cd750bba9870f18aada2478b24840a/727625d04059c21aeb4f3ccbb041d7c9.png"
"20R";"ProSpero";"Shambala";"США";"Бежевые, Ванильные, Песочные";"Текстильные";;;;"Вензеля, Полоска";"5124";"Рулон";"/upload/resize_cache/iblock/7dd/480_480_240cd750bba9870f18aada2478b24840a/7ddd2e916943b926d559448204985bf8.png"
"20D";"ProSpero";"Shambala";"США";"Жемчужные, Песочные, Бежевые";"Текстильные";;;;"Дамаск";"9225";"Рулон";"/upload/resize_cache/iblock/e79/480_480_240cd750bba9870f18aada2478b24840a/e79b44b4b65ce056c1053e7e436dbaa8.png"
"20-ZZ-C";"Arlin";"ZenZero";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/4a0/480_480_240cd750bba9870f18aada2478b24840a/4a0bb67a00b5f0c9f833060d22771b1d.png"
"20-ZZ-D";"Arlin";"ZenZero";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/7df/480_480_240cd750bba9870f18aada2478b24840a/7df0337708dd96f4ebda7e41e6f6bd28.png"
"20-ZZ-G";"Arlin";"ZenZero";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/3aa/480_480_240cd750bba9870f18aada2478b24840a/3aa66ea860dbdb3a204f5aeaf6fe660c.png"
"20-Tinsel";"Covers";"Chroma";"Бельгия";"Кофейные, Венге, Терракотовые";"Флизелиновые";"Флизелин";"0,53, Узкие";;"Однотонные, Под штукатурку";"4529";"Рулон";"/upload/resize_cache/iblock/7f1/480_480_240cd750bba9870f18aada2478b24840a/7f1f5e55ad5ea0b123531a8660ed7d8c.png"
"20-ZZ-R";"Arlin";"ZenZero";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/1ce/480_480_240cd750bba9870f18aada2478b24840a/1ceb48ce921b033ac3b89ccead15ea1d.png"
"20-ZZ-V";"Arlin";"ZenZero";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/6d7/480_480_240cd750bba9870f18aada2478b24840a/6d7fafda5e24b5396eef7833ef69d5c8.png"
"21 002";"Milassa (by Loymina)";"Casual";"Россия";;"Флизелиновые";"Флизелин";"1, Метровые, Широкие";"10,05";;"4400";"Рулон";"/upload/resize_cache/iblock/b47/480_480_240cd750bba9870f18aada2478b24840a/b47b5aafbdff2a2c3af796050a4109d4.png"
"21 001";"Milassa (by Loymina)";"Casual";"Россия";;"Флизелиновые";"Флизелин";"1, Метровые, Широкие";"10,05";;"4400";"Рулон";"/upload/resize_cache/iblock/8d0/480_480_240cd750bba9870f18aada2478b24840a/8d0c1febd6ecfd25bd63ec6617c07189.png"
