"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img"
"B8-250";"Adi / Tekko";"First Damask";"Италия";"Коричневые, Шоколадные, Кофейные";"Бумажные";"Бумага";;;"Абстракция, Ромбы";"390";"Рулон";"/upload/iblock/99c/99c0f3b5c6886ba9d6a7d41eaa18daa1.png"
"B9-245";"Adi / Tekko";"First Class";"Италия";"Песочные, Бежевые, Ванильные";"Бумажные";"Бумага";;;"Штрихи";"390";"Рулон";"/upload/resize_cache/iblock/7dd/480_480_240cd750bba9870f18aada2478b24840a/7dd52b41bd1ff04ca0c544daf646e6ff.png"
"B8-252";"Adi / Tekko";"First Damask";"Италия";"Фиалковые, Сиреневые, Сливовые";"Бумажные";"Бумага";;;"Абстракция, Ромбы";"2500";"Рулон";"/upload/iblock/f2b/f2b0701c5c0938722d1d34085f172091.png"
"B9-272";"Adi / Tekko";"First Class";"Италия";"Серебристые, Серые";"Бумажные";"Бумага";;;"Штрихи";"390";"Рулон";"/upload/resize_cache/iblock/cda/480_480_240cd750bba9870f18aada2478b24840a/cda60d892ef80d541d3102b569e2749c.png"
"BA.100";"Filpassion";"Balmoral";"Франция";"Серые, Серебристые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/046/480_480_240cd750bba9870f18aada2478b24840a/04640c8681d6f35deef5794a801a896a.png"
"BA.101";"Filpassion";"Balmoral";"Франция";"Кремовые, Жемчужные, Бежевые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/6f3/480_480_240cd750bba9870f18aada2478b24840a/6f336ac59a3d0ec4a4717e497b21ce54.png"
"BA.106";"Filpassion";"Balmoral";"Франция";"Лазурные, Васильковые, Синие";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/c44/480_480_240cd750bba9870f18aada2478b24840a/c4436c889c7c1d8f0bfdb6bbb4909a89.png"
"BA.103";"Filpassion";"Balmoral";"Франция";"Серые, Серебристые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/343/480_480_240cd750bba9870f18aada2478b24840a/343aef6e611f17d84fb0cac41b664c1b.png"
"BA.105";"Filpassion";"Balmoral";"Франция";"Желтые, Горчичные, Лимонные";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/469/480_480_240cd750bba9870f18aada2478b24840a/469618a79618000b61e4382b8089cc7c.png"
"BA.109";"Filpassion";"Balmoral";"Франция";"Оранжевые, Коралловые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/938/480_480_240cd750bba9870f18aada2478b24840a/938fb8542e012d402f4db4b1589f0da0.png"
"BA.102";"Filpassion";"Balmoral";"Франция";"Серебристые, Серые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/6f3/480_480_240cd750bba9870f18aada2478b24840a/6f3e9a1fa0214201db3b604930fcd9da.png"
"BA.108";"Filpassion";"Balmoral";"Франция";"Кофейные, Шоколадные, Терракотовые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/e96/480_480_240cd750bba9870f18aada2478b24840a/e96781d57d8548e7b3269b2c1bd975f9.png"
"BA.107";"Filpassion";"Balmoral";"Франция";"Серые, Серебристые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/13f/480_480_240cd750bba9870f18aada2478b24840a/13f7e99207b2d86c594e5aa6aaaa342e.png"
"BA.110";"Filpassion";"Balmoral";"Франция";"Оливковые, Зелёные, Фисташковые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/5ce/480_480_240cd750bba9870f18aada2478b24840a/5cef0dfdf902aaa1285422da2e486291.png"
"BA.111";"Filpassion";"Balmoral";"Франция";"Фиолетовые, Фиалковые, Сиреневые";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/2fd/480_480_240cd750bba9870f18aada2478b24840a/2fd902a3b79eb18390ef1267025dd679.png"
"BA.112";"Filpassion";"Balmoral";"Франция";"Серебристые, Серые";"Флизелиновые";;"0,53, Узкие";"10,05";"Вертикальная полоска, Под штукатурку, Полоска";"1800";"Рулон";"/upload/resize_cache/iblock/220/480_480_240cd750bba9870f18aada2478b24840a/220ca76fe1afdf927c5c4bc7852adb36.png"
"BA.115";"Filpassion";"Balmoral";"Франция";"Шоколадные, Коричневые, Венге";"Флизелиновые";;"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Под штукатурку, Полоска";"1800";"Рулон";"/upload/resize_cache/iblock/a5b/480_480_240cd750bba9870f18aada2478b24840a/a5bdde60e41cf9a38e0f61601ec14072.png"
"BA.117";"Filpassion";"Balmoral";"Франция";"Серебристые, Черные, Серые";"Флизелиновые";;"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Под штукатурку, Полоска";"1800";"Рулон";"/upload/resize_cache/iblock/d01/480_480_240cd750bba9870f18aada2478b24840a/d01e2508f4c54610e7c0bf391518f38a.png"
"BA.113";"Filpassion";"Balmoral";"Франция";"Песочные, Кремовые, Ванильные";"Флизелиновые";;"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"1800";"Рулон";"/upload/resize_cache/iblock/cb5/480_480_240cd750bba9870f18aada2478b24840a/cb533bfd0de9b554670288bd956ec49d.png"
"BA.116";"Filpassion";"Balmoral";"Франция";"Венге, Терракотовые, Кофейные";"Флизелиновые";;"0,53, Узкие";"10,05";"Абстракция, Под штукатурку";"1800";"Рулон";"/upload/resize_cache/iblock/5bc/480_480_240cd750bba9870f18aada2478b24840a/5bcd8f10e66c88e1eeb983b59c06ea09.png"
"BA.121";"Filpassion";"Balmoral";"Франция";"Белые";"Флизелиновые";;"0,53, Узкие";"10,05";"Буквы и надписи";"1800";"Рулон";"/upload/resize_cache/iblock/77f/480_480_240cd750bba9870f18aada2478b24840a/77f64c951a2f667922c2baeff3a6d8a2.png"
"BA.124";"Filpassion";"Balmoral";"Франция";"Серые, Серебристые";"Флизелиновые";;"0,53, Узкие";"10,05";"Буквы и надписи";"1800";"Рулон";"/upload/resize_cache/iblock/c6c/480_480_240cd750bba9870f18aada2478b24840a/c6c794d1154c171ff5f773659394a051.png"
"BA.129";"Filpassion";"Balmoral";"Франция";"Малиновые, Алые, Бордовые";"Флизелиновые";;"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Под штукатурку, Полоска";"1800";"Рулон";"/upload/resize_cache/iblock/dbf/480_480_240cd750bba9870f18aada2478b24840a/dbfa742f0b903cb75a7407b16dea0890.png"
"BA.123";"Filpassion";"Balmoral";"Франция";"Серые, Серебристые";"Флизелиновые";;"0,53, Узкие";"10,05";"Буквы и надписи";"1800";"Рулон";"/upload/resize_cache/iblock/37f/480_480_240cd750bba9870f18aada2478b24840a/37f2db48fe2f570abd2de108b921de10.png"
"BA.122";"Filpassion";"Balmoral";"Франция";"Серебристые, Серые";"Флизелиновые";;"0,53, Узкие";"10,05";"Буквы и надписи";"1800";"Рулон";"/upload/resize_cache/iblock/85e/480_480_240cd750bba9870f18aada2478b24840a/85e29e77ce827fd605fe4a9b0892dad5.png"
"BA.125";"Filpassion";"Balmoral";"Франция";"Песочные, Бежевые, Кремовые";"Флизелиновые";;"0,53, Узкие";"10,05";"Буквы и надписи";"1800";"Рулон";"/upload/resize_cache/iblock/ee4/480_480_240cd750bba9870f18aada2478b24840a/ee4b154d61d470706303fda1e9c62992.png"
"BA.132";"Filpassion";"Balmoral";"Франция";"Песочные, Ванильные, Жемчужные";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/334/480_480_240cd750bba9870f18aada2478b24840a/334dd58a97767f469f0204402077e85b.png"
"BA.131";"Filpassion";"Balmoral";"Франция";"Жемчужные, Песочные, Бежевые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/9f6/480_480_240cd750bba9870f18aada2478b24840a/9f616e8360cf6b696c64198d8018b75b.png"
"BA.133";"Filpassion";"Balmoral";"Франция";"Черно-белые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/d45/480_480_240cd750bba9870f18aada2478b24840a/d45ac7991e8e26228d33c08f69ea290b.png"
"BA.135";"Filpassion";"Balmoral";"Франция";"Лазурные, Синие, Васильковые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/5c9/480_480_240cd750bba9870f18aada2478b24840a/5c9d7c6ff0ecca7f0b83bca035818a6c.png"
"BA.134";"Filpassion";"Balmoral";"Франция";"Серые, Серебристые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/fc5/480_480_240cd750bba9870f18aada2478b24840a/fc540b02724c5a2cc657fee056afda25.png"
"BA.137";"Filpassion";"Balmoral";"Франция";"Сиреневые, Фиолетовые, Сливовые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/c8c/480_480_240cd750bba9870f18aada2478b24840a/c8c6f6a4d177f9660b3de275f0869ac8.png"
"BA.136";"Filpassion";"Balmoral";"Франция";"Серебристые, Серые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/ee7/480_480_240cd750bba9870f18aada2478b24840a/ee7ad7161957443a47adf0bb5124fad9.png"
"BA.140";"Filpassion";"Balmoral";"Франция";"Салатовые, Зелёные, Болотные";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/550/480_480_240cd750bba9870f18aada2478b24840a/550d4661197f9ad666c2dfc0f7818df1.png"
"BA.139";"Filpassion";"Balmoral";"Франция";"Оранжевые, Коралловые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/b66/480_480_240cd750bba9870f18aada2478b24840a/b66c3bd972c59aaa08f49d4e8b9cce43.png"
"BA.138";"Filpassion";"Balmoral";"Франция";"Кофейные, Терракотовые, Бронзовые";"Флизелиновые";;"0,53, Узкие";"10,05";"Восточный орнамент";"1800";"Рулон";"/upload/resize_cache/iblock/230/480_480_240cd750bba9870f18aada2478b24840a/23005ddfc5c612f5b245f471423af88d.png"
"BA1";"Print 4";"ArteModerna";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/8a5/480_480_240cd750bba9870f18aada2478b24840a/8a5fb5fc5189295112c5293aa69359c0.png"
"BA2";"Print 4";"ArteModerna";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/1bc/480_480_240cd750bba9870f18aada2478b24840a/1bc88a06fc8218a98cbb598c875e3fa1.png"
"BA3";"Print 4";"ArteModerna";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/4ce/480_480_240cd750bba9870f18aada2478b24840a/4ce22179ed4f8731e494df2423a2d719.png"
"BA4500";"York";"Casabella II";"США";"Зелёные, Оливковые, Лиловые";"Бумажные";;"0,68, Узкие";"8,23";"Орнамент, Узор, Цветы";"4990";"Рулон";"/upload/resize_cache/iblock/7d1/480_480_240cd750bba9870f18aada2478b24840a/7d11bc86f9609edbb6c3ff06a6277ed1.png"
"BA4502";"York";"Casabella II";"США";"Ванильные, Болотные, Фисташковые";"Бумажные";;"0,68, Узкие";"8,23";"Геометрия, Орнамент, Растительность, Цветы";"4514";"Рулон";"/upload/resize_cache/iblock/d06/480_480_240cd750bba9870f18aada2478b24840a/d06c948c2b3427a53ac991f6b63407a1.png"
"BA4501";"York";"Casabella II";"США";"Белые, Салатовые, Ванильные";"Бумажные";;"0,68, Узкие";"8,23";"Орнамент, Узор, Цветы";"7690";"Рулон";"/upload/resize_cache/iblock/48f/480_480_240cd750bba9870f18aada2478b24840a/48f7b09689c32a10d802073fa90e4084.png"
"BA4504";"York";"Casabella II";"США";"Сиреневые, Белые, Салатовые";"Бумажные";;"0,68, Узкие";"8,23";"Геометрия, Орнамент, Растительность, Цветы";"3300";"Рулон";"/upload/resize_cache/iblock/961/480_480_240cd750bba9870f18aada2478b24840a/9612995f7d5f19cfe734f02dcdc04865.png"
"BA4503";"York";"Casabella II";"США";"Бежевые, Зелёные, Фисташковые";"Бумажные";;"0,68, Узкие";"8,23";"Геометрия, Орнамент, Растительность, Цветы";"4514";"Рулон";"/upload/resize_cache/iblock/1e5/480_480_240cd750bba9870f18aada2478b24840a/1e5673bd8a31e2db77ca7ca8e25dfeb5.png"
"BA4510";"York";"Casabella II";"США";"Оливковые, Зелёные, Фисташковые";"Бумажные";;"0,52, Узкие";"10,05";"Восточный орнамент, Орнамент, Решетка, Узор";"1580";"Рулон";"/upload/resize_cache/iblock/901/480_480_240cd750bba9870f18aada2478b24840a/9013f7836f45c2310ebcefffaa5e3b5e.png"
"BA4509";"York";"Casabella II";"США";"Желтые, Лимонные, Золотые";"Бумажные";;"0,52, Узкие";"10,05";"Геометрия, Орнамент";"16590";"Рулон";"/upload/resize_cache/iblock/de7/480_480_240cd750bba9870f18aada2478b24840a/de7074293276b6a3c3375888daec432c.png"
"BA4511";"York";"Casabella II";"США";"Белые, Серые, Серебристые";"Бумажные";;"0,52, Узкие";"10,05";"Геометрия, Орнамент";"4514";"Рулон";"/upload/resize_cache/iblock/1bc/480_480_240cd750bba9870f18aada2478b24840a/1bca7c54463f70cafd61c263d4493deb.png"
