"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img"
"ITB007";"Father & Sons";"Pandora";"США";"Венге, Терракотовые, Коричневые";"Флизелиновые";;"0,52, Узкие";"10,05";"Восточный орнамент";"6862";"Рулон";"/upload/resize_cache/iblock/945/480_480_240cd750bba9870f18aada2478b24840a/945eca2066f4aceefe2b031e50b71132.png"
"ITB021";"Father & Sons";"Pandora";"США";"Бронзовые, Коричневые, Терракотовые";"Флизелиновые";;"0,52, Узкие";"10,05";"Геометрия, Орнамент, Ромбы, Узор";"6242";"Рулон";"/upload/resize_cache/iblock/e9e/480_480_240cd750bba9870f18aada2478b24840a/e9e600a4188034341d4f08507f23bfb9.png"
"ITB022";"Father & Sons";"Pandora";"США";"Венге, Коричневые, Шоколадные";"Флизелиновые";;"0,52, Узкие";"10,05";"Геометрия, Орнамент, Ромбы, Узор";"6862";"Рулон";"/upload/resize_cache/iblock/1b0/480_480_240cd750bba9870f18aada2478b24840a/1b0e8932959802661c7a684e4df3c097.png"
"ITB023";"Father & Sons";"Pandora";"США";"Фиалковые, Фиолетовые, Сиреневые";"Флизелиновые";;"0,52, Узкие";"10,05";"Волны, Ромбы";"4818";"Рулон";"/upload/resize_cache/iblock/83d/480_480_240cd750bba9870f18aada2478b24840a/83df170875cb4f8d0a7886943c8e2897.png"
"ITB031";"Father & Sons";"Pandora";"США";"Кремовые, Жемчужные, Серые";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска";"5475";"Рулон";"/upload/resize_cache/iblock/3ad/480_480_240cd750bba9870f18aada2478b24840a/3adb7fa76b78ab0cdd784ddf05334270.png"
"ITB033";"Father & Sons";"Pandora";"США";"Серебристые, Серые";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска";"4818";"Рулон";"/upload/resize_cache/iblock/3cf/480_480_240cd750bba9870f18aada2478b24840a/3cf9382377e8d7638351411a9463253c.png"
"ITB032";"Father & Sons";"Pandora";"США";"Кремовые, Ванильные, Бежевые";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"6862";"Рулон";"/upload/resize_cache/iblock/282/480_480_240cd750bba9870f18aada2478b24840a/282e9f43554df4b7bc486b00751e530c.png"
"ITB034";"Father & Sons";"Pandora";"США";"Коричневые, Терракотовые, Шоколадные";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска";"6862";"Рулон";"/upload/resize_cache/iblock/0d7/480_480_240cd750bba9870f18aada2478b24840a/0d76790f091cd6fe9ce4b996eca0df2c.png"
"ITB036";"Father & Sons";"Pandora";"США";"Серые, Серебристые";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска";"5183";"Рулон";"/upload/resize_cache/iblock/8c3/480_480_240cd750bba9870f18aada2478b24840a/8c329c7558793d41eb10e354a59dee39.png"
"ITB035";"Father & Sons";"Pandora";"США";"Васильковые, Синие, Лазурные";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска";"5475";"Рулон";"/upload/resize_cache/iblock/2a3/480_480_240cd750bba9870f18aada2478b24840a/2a376163aab2117eb4fa248011532f9b.png"
"ITB037";"Father & Sons";"Pandora";"США";"Серые, Серебристые, Черные";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска";"6862";"Рулон";"/upload/resize_cache/iblock/3b2/480_480_240cd750bba9870f18aada2478b24840a/3b27e33de296938b8c89fe88fb23ed38.png"
"ITB038";"Father & Sons";"Pandora";"США";"Венге, Терракотовые, Коричневые";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска";"6862";"Рулон";"/upload/resize_cache/iblock/3e3/480_480_240cd750bba9870f18aada2478b24840a/3e30d8c01d208747e5453128730e81a2.png"
"ITB041";"Father & Sons";"Pandora";"США";"Фиолетовые, Фиалковые, Сливовые";"Флизелиновые";;"0,52, Узкие";"10,05";"Мелкая полоска, Однотонные";"6862";"Рулон";"/upload/resize_cache/iblock/31d/480_480_240cd750bba9870f18aada2478b24840a/31d4d44cf3ebf2500fdada158bc16ce3.png"
"ITB042";"Father & Sons";"Pandora";"США";"Кремовые, Ванильные, Песочные";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска, Мелкая полоска, Полоска";"6862";"Рулон";"/upload/resize_cache/iblock/e99/480_480_240cd750bba9870f18aada2478b24840a/e99e5fbf2d12a0957938699bccb57af9.png"
"ITB045";"Father & Sons";"Pandora";"США";"Серебристые, Серые";"Флизелиновые";;"0,52, Узкие";"10,05";"Мелкая полоска, Однотонные";"4818";"Рулон";"/upload/resize_cache/iblock/7ea/480_480_240cd750bba9870f18aada2478b24840a/7ea31ca9eb71634ad9089f1fdca1c904.png"
"ITB044";"Father & Sons";"Pandora";"США";"Черные";"Флизелиновые";;"0,52, Узкие";"10,05";"Мелкая полоска, Однотонные";"6862";"Рулон";"/upload/resize_cache/iblock/6ab/480_480_240cd750bba9870f18aada2478b24840a/6abe0b08962a7c4537891de00629ef47.png"
"ITB043";"Father & Sons";"Pandora";"США";"Васильковые, Лазурные, Синие";"Флизелиновые";;"0,52, Узкие";"10,05";"Вертикальная полоска, Мелкая полоска, Полоска";"4818";"Рулон";"/upload/resize_cache/iblock/713/480_480_240cd750bba9870f18aada2478b24840a/713daf11e4ac507e2712ca9d28488b31.png"
"IW 1003";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Жемчужные, Песочные, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/b29/480_480_240cd750bba9870f18aada2478b24840a/b2947f3e32c1267bb14b169cc81214d1.png"
"ITB051";"Father & Sons";"Pandora";"США";"Белые";"Флизелиновые";;"0,52, Узкие";"10,05";"Мелкая полоска, Однотонные";"6242";"Рулон";"/upload/resize_cache/iblock/c97/480_480_240cd750bba9870f18aada2478b24840a/c97723a5d9ee5f0b341c954a0e31ad20.png"
"ITB052";"Father & Sons";"Pandora";"США";"Кофейные, Бронзовые, Шоколадные";"Флизелиновые";;"0,52, Узкие";"10,05";"Геометрия, Клетка";"5475";"Рулон";"/upload/resize_cache/iblock/d1e/480_480_240cd750bba9870f18aada2478b24840a/d1e8cb54dd357390f9e8b4fba620fd9d.png"
"IW 1001";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Жемчужные, Песочные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/a81/480_480_240cd750bba9870f18aada2478b24840a/a814a3a510c49798270e0277ac64cf9b.png"
"IW 1002";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серебристые, Серые, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/783/480_480_240cd750bba9870f18aada2478b24840a/783dce14963f3aa2e3718a39767ebbf0.png"
"IW 1004";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бронзовые, Кофейные, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/cd9/480_480_240cd750bba9870f18aada2478b24840a/cd9e64fe52eecf074db5d7ac00b53e32.png"
"IW 1005";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Песочные, Ванильные, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/a64/480_480_240cd750bba9870f18aada2478b24840a/a645837874db9dae5fe911397a16ac1b.png"
"IW 1006";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Кремовые, Бежевые, Золотые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/c12/480_480_240cd750bba9870f18aada2478b24840a/c12063556529e64f6e8153dc4bfd380c.png"
"IW 1007";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Розовые, Жемчужные, Ванильные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/984/480_480_240cd750bba9870f18aada2478b24840a/984c41b737531459a6d16b14200006ef.png"
"IW 1009";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Лавандовые, Песочные, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/d1f/480_480_240cd750bba9870f18aada2478b24840a/d1f5a6b9d37313863c2d675ef7a08ac5.png"
"IW 1008";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Зелёные, Салатовые, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/826/480_480_240cd750bba9870f18aada2478b24840a/8264a929b37526f5c167e2528935aff6.png"
"IW 1010";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серые, Коричневые, Венге";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1090";"Рулон";"/upload/resize_cache/iblock/1cc/480_480_240cd750bba9870f18aada2478b24840a/1cc61ffab71e05939d75cfaa82218455.png"
"IW 1101";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Жемчужные, Бежевые, Песочные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под ткань";"1120";"Рулон";"/upload/resize_cache/iblock/476/480_480_240cd750bba9870f18aada2478b24840a/47649519f94b7daf063b5e26f93cff01.png"
"IW 1102";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Серебристые, Жемчужные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1120";"Рулон";"/upload/resize_cache/iblock/560/480_480_240cd750bba9870f18aada2478b24840a/560b7696740f0005ad2ce43ba0e6f53d.png"
"IW 1103";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Лазурные, Васильковые, Синие";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку";"1120";"Рулон";"/upload/resize_cache/iblock/449/480_480_240cd750bba9870f18aada2478b24840a/449732bea9fa7d4160e103c0d146a6b0.png"
"IW 2002";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Жемчужные, Голубые, Серые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Доски, Квадраты, Под дерево, Ромбы";"1230";"Рулон";"/upload/resize_cache/iblock/321/480_480_240cd750bba9870f18aada2478b24840a/321da10b6e5e5a47d05d57aeb83d743f.png"
"IW 2001";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Желтые, Песочные, Жемчужные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Доски, Квадраты, Под дерево, Ромбы";"1230";"Рулон";"/upload/resize_cache/iblock/366/480_480_240cd750bba9870f18aada2478b24840a/366c35677f7c4e449098b90b93e42ddc.png"
"IW 2004";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Песочные, Серые, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Доски, Квадраты, Под дерево, Ромбы";"1230";"Рулон";"/upload/resize_cache/iblock/231/480_480_240cd750bba9870f18aada2478b24840a/2312c3630a9113774d2c2355d763bc6c.png"
"IW 2003";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серые, Желтые, Золотые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Доски, Квадраты, Под дерево, Ромбы";"1230";"Рулон";"/upload/resize_cache/iblock/c67/480_480_240cd750bba9870f18aada2478b24840a/c679a991b23a46ebf0b2502dd5be845b.png"
"IW 2101";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Серебристые, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Узор";"1180";"Рулон";"/upload/resize_cache/iblock/47c/480_480_240cd750bba9870f18aada2478b24840a/47cb81cfbad82cf91961611a6c1ef9de.png"
"IW 2102";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серебристые, Желтые, Лимонные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Узор";"1180";"Рулон";"/upload/resize_cache/iblock/55e/480_480_240cd750bba9870f18aada2478b24840a/55ed7603b8028b807d28e92aa0377665.png"
"IW 2201";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Кремовые, Ванильные, Золотые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Листья";"1230";"Рулон";"/upload/resize_cache/iblock/9e3/480_480_240cd750bba9870f18aada2478b24840a/9e358c2aead89bc4ba0ff3bfafdb5e00.png"
"IW 2103";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серебристые, Васильковые, Синие";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Узор";"1180";"Рулон";"/upload/resize_cache/iblock/04e/480_480_240cd750bba9870f18aada2478b24840a/04e384fa4d519dd916f0f58ad48b9230.png"
"IW 3003";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Фисташковые, Зелёные, Болотные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Треугольники";"1230";"Рулон";"/upload/resize_cache/iblock/8b2/480_480_240cd750bba9870f18aada2478b24840a/8b2f3d9b5a97b8d90d832b4a1c100042.png"
"IW 3002";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Ванильные, Серые, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Треугольники";"1230";"Рулон";"/upload/resize_cache/iblock/409/480_480_240cd750bba9870f18aada2478b24840a/4091d2ad7a8f7203f82ddcf42ed93065.png"
"IW 2202";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Лиловые, Жемчужные, Ванильные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Листья";"1230";"Рулон";"/upload/resize_cache/iblock/545/480_480_240cd750bba9870f18aada2478b24840a/545b62896ee898c0459f6fd046bf01b2.png"
"IW 2203";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Оливковые, Фисташковые, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Листья";"1230";"Рулон";"/upload/resize_cache/iblock/24c/480_480_240cd750bba9870f18aada2478b24840a/24cec3e9712d019e75eef9e4060a25ee.png"
"IW 3001";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серые, Песочные, Золотые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Треугольники";"1230";"Рулон";"/upload/resize_cache/iblock/fcc/480_480_240cd750bba9870f18aada2478b24840a/fcc8ad21e6afb6c04ea4bae425b1f592.png"
"IW 3004";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Ванильные, Жемчужные, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1230";"Рулон";"/upload/resize_cache/iblock/4ed/480_480_240cd750bba9870f18aada2478b24840a/4ede2994969a769fb7270f724f11fa9a.png"
"IW 3103";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Жемчужные, Белые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Ромбы";"1230";"Рулон";"/upload/resize_cache/iblock/040/480_480_240cd750bba9870f18aada2478b24840a/040b289bda7e30dff1097fdacd6f9e5c.png"
"IW 3104";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Ванильные, Коралловые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Ромбы";"1230";"Рулон";"/upload/resize_cache/iblock/988/480_480_240cd750bba9870f18aada2478b24840a/988750251dae8c9b4175516eb74d3e78.png"
"IW 3201";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Ванильные, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Вертикальная полоска, Доски, Под дерево, Полоска";"1180";"Рулон";"/upload/resize_cache/iblock/70d/480_480_240cd750bba9870f18aada2478b24840a/70dec2b984e056b68dfbea14c7798bfc.png"
"IW 3102";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Ванильные, Коричневые, Венге";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Круги, Орнамент, Ромбы, Узор";"1230";"Рулон";"/upload/resize_cache/iblock/ec3/480_480_240cd750bba9870f18aada2478b24840a/ec3794af02e72c546bcafece2f500e56.png"
"IW 3101";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Белые, Бежевые, Жемчужные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Ромбы";"1230";"Рулон";"/upload/resize_cache/iblock/bca/480_480_240cd750bba9870f18aada2478b24840a/bca39e90ea90ac3789ebc8d924c1b607.png"
"IW 3301";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Песочные, Жемчужные, Терракотовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Под дерево, Узор";"1230";"Рулон";"/upload/resize_cache/iblock/cc6/480_480_240cd750bba9870f18aada2478b24840a/cc6b824f0b056dd3ce7d289c21699d4b.png"
"IW 3302";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серебристые, Серые, Белые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Под дерево, Узор";"1230";"Рулон";"/upload/resize_cache/iblock/73d/480_480_240cd750bba9870f18aada2478b24840a/73d8b52389d0938ade1aa994b56b5717.png"
"IW 3202";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серебристые, Белые, Серые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Вертикальная полоска, Доски, Под дерево, Полоска";"1180";"Рулон";"/upload/resize_cache/iblock/148/480_480_240cd750bba9870f18aada2478b24840a/148e7b9a4b64ff8071444869e314d2ff.png"
"IW 3401";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Кремовые, Серые, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1230";"Рулон";"/upload/resize_cache/iblock/ea9/480_480_240cd750bba9870f18aada2478b24840a/ea9e8994a715453c2bd00f1a161ebcd3.png"
"IW 3303";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Белые, Серебристые, Серые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Под дерево, Узор";"1230";"Рулон";"/upload/resize_cache/iblock/f57/480_480_240cd750bba9870f18aada2478b24840a/f5734cebf1fae0af66bb759d91649c28.png"
"IW 3501";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Жемчужные, Ванильные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Узор";"1180";"Рулон";"/upload/resize_cache/iblock/05a/480_480_240cd750bba9870f18aada2478b24840a/05adc18b72b3be3b9c59b220675dadda.png"
"IW 3403";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Кофейные, Терракотовые, Золотые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1230";"Рулон";"/upload/resize_cache/iblock/2a9/480_480_240cd750bba9870f18aada2478b24840a/2a9438e37808c29cb3704290db38d20e.png"
"IW 3402";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Кофейные, Терракотовые, Песочные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1230";"Рулон";"/upload/resize_cache/iblock/a91/480_480_240cd750bba9870f18aada2478b24840a/a915c8fc7e464d6efc015dc5ecb0e9bd.png"
"IW 3502";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Коричневые, Бронзовые, Ванильные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Узор";"1180";"Рулон";"/upload/resize_cache/iblock/7a4/480_480_240cd750bba9870f18aada2478b24840a/7a4f15371f4ff76694fce9d696837a40.png"
"IW 3503";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Бежевые, Серые, Желтые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Узор";"1180";"Рулон";"/upload/resize_cache/iblock/ad2/480_480_240cd750bba9870f18aada2478b24840a/ad2d6d6ee465580469fac146db021e65.png"
"IW 3504";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Серебристые, Серые, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия, Узор";"1180";"Рулон";"/upload/resize_cache/iblock/b27/480_480_240cd750bba9870f18aada2478b24840a/b27c8a7b8feaf97d5cff604269792d27.png"
"IW 3603";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Васильковые, Серебристые, Синие";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1230";"Рулон";"/upload/resize_cache/iblock/659/480_480_240cd750bba9870f18aada2478b24840a/659fff9bf92e74d22a31c66ca90b2db5.png"
"IW 3602";"Grandeco (Deco4walls)";"Inspiration Wall";"Бельгия";"Шоколадные, Песочные, Терракотовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1230";"Рулон";"/upload/resize_cache/iblock/633/480_480_240cd750bba9870f18aada2478b24840a/63316e539cef824a2f28bc09ed0792fa.png"
