"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img"
"33327-4";"Architects Paper";"Alpha";"Германия";"Серебристые, Лавандовые, Голубые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Геометрия";"3500";"Рулон";"/upload/resize_cache/iblock/f26/480_480_240cd750bba9870f18aada2478b24840a/f260cf4a757abd0ee3d41e9f1f331a75.png"
"33327-1";"Architects Paper";"Alpha";"Германия";"Бежевые, Песочные, Серые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Геометрия";"3500";"Рулон";"/upload/resize_cache/iblock/716/480_480_240cd750bba9870f18aada2478b24840a/716f98bed0a2215faa333a794053720d.png"
"33327-3";"Architects Paper";"Alpha";"Германия";"Ванильные, Горчичные, Кремовые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Геометрия";"3500";"Рулон";"/upload/resize_cache/iblock/c9e/480_480_240cd750bba9870f18aada2478b24840a/c9ec75e914619fd66514136e121eea4a.png"
"33328-2";"Architects Paper";"Alpha";"Германия";"Белые, Голубые, Лавандовые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Вертикальная полоска, Мелкая полоска, Небрежная полоска, Полоска";"3500";"Рулон";"/upload/resize_cache/iblock/2bb/480_480_240cd750bba9870f18aada2478b24840a/2bb41e5fdb082ebde34d03bcf3e6b0e1.png"
"33329-2";"Architects Paper";"Alpha";"Германия";"Оливковые, Серебристые, Серые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Вертикальная полоска, Полоска";"3500";"Рулон";"/upload/resize_cache/iblock/d4d/480_480_240cd750bba9870f18aada2478b24840a/d4d197ed2ea8a7a0e519ff40324b8991.png"
"33329-1";"Architects Paper";"Alpha";"Германия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Вертикальная полоска, Полоска";"3500";"Рулон";"/upload/resize_cache/iblock/084/480_480_240cd750bba9870f18aada2478b24840a/084e1ba764d00db2993a53acf8eedf2c.png"
"33328-3";"Architects Paper";"Alpha";"Германия";"Бежевые, Кремовые, Жемчужные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Вертикальная полоска, Мелкая полоска, Небрежная полоска, Полоска";"3500";"Рулон";"/upload/resize_cache/iblock/11e/480_480_240cd750bba9870f18aada2478b24840a/11e6361ffb23263b87c47f940c730ef5.png"
"33328-4";"Architects Paper";"Alpha";"Германия";"Лавандовые, Голубые, Васильковые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Вертикальная полоска, Мелкая полоска, Небрежная полоска, Полоска";"3500";"Рулон";"/upload/resize_cache/iblock/b4c/480_480_240cd750bba9870f18aada2478b24840a/b4c2868efc32163a48c27848ccaa0127.png"
"33329-4";"Architects Paper";"Alpha";"Германия";"Терракотовые, Коричневые, Шоколадные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Вертикальная полоска, Полоска";"3500";"Рулон";"/upload/resize_cache/iblock/528/480_480_240cd750bba9870f18aada2478b24840a/528b866ab232636955d012baf241e525.png"
"3333-1";"Erismann";"RollOver";"Германия";"Серые, Серебристые";"Флизелиновые";"Флизелин";"1,06, Метровые, Широкие";"25";"Однотонные";"2590";"Рулон";"/upload/resize_cache/iblock/737/480_480_240cd750bba9870f18aada2478b24840a/737e5948b0f73e2ea6241b70380860cb.png"
"33329-3";"Architects Paper";"Alpha";"Германия";"Лавандовые, Лазурные, Голубые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Вертикальная полоска, Полоска";"3500";"Рулон";"/upload/resize_cache/iblock/817/480_480_240cd750bba9870f18aada2478b24840a/817e3afd7b87ec8d45abc27c3696d8ae.png"
"3332";"Decor Maison";"Eden";"Швеция";"Синие, Васильковые, Лазурные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Бабочки, Птицы, Цветы";"4452";"Рулон";"/upload/resize_cache/iblock/038/480_480_240cd750bba9870f18aada2478b24840a/038212764434180ea50edf897cd75595.jpg"
"3333";"Decor Maison";"Eden";"Швеция";"Черные, Разноцветные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Бабочки, Птицы, Цветы";"4452";"Рулон";"/upload/resize_cache/iblock/73b/480_480_240cd750bba9870f18aada2478b24840a/73baebb5ff3824981f7a955827695699.jpg"
"3334";"Decor Maison";"Eden";"Швеция";"Розовые, Разноцветные, Лиловые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Бабочки, Птицы, Цветы";"4452";"Рулон";"/upload/resize_cache/iblock/d9b/480_480_240cd750bba9870f18aada2478b24840a/d9bea75bc3f57410d0ce2ddf405df2b5.jpg"
"33-343";"Graham & Brown";"Minimalist";"Англия";"Жемчужные, Песочные, Кремовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку, Текстуры";"5990";"Рулон";"/upload/resize_cache/iblock/f5e/480_480_240cd750bba9870f18aada2478b24840a/f5e55bd857c4877ea3fb07e6d0443c97.png"
"33-344";"Graham & Brown";"Minimalist";"Англия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Под штукатурку, Текстуры";"5990";"Рулон";"/upload/resize_cache/iblock/5d8/480_480_240cd750bba9870f18aada2478b24840a/5d84e4c6ffbd4713f1dc89afb1d3b483.png"
"3335 AU";"4Seasons";"Autunno";"Италия";"Фисташковые, Зелёные, Оливковые";"Текстильные";"Флизелин";"3";"1";"Вензеля, Орнамент, Узор";"21084";"Пог.м.";"/upload/resize_cache/iblock/77f/480_480_240cd750bba9870f18aada2478b24840a/77f74f087d0b764a58641d0cc46bd456.jpg"
"3335";"Decor Maison";"Eden";"Швеция";"Кремовые, Ванильные, Песочные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"4284";"Рулон";"/upload/resize_cache/iblock/d0f/480_480_240cd750bba9870f18aada2478b24840a/d0fd450b99910b3b29c5be6dafee7a59.jpg"
"33370-2";"Architects Paper";"Alpha";"Германия";"Серебристые, Песочные, Ванильные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/118/480_480_240cd750bba9870f18aada2478b24840a/1186af5580ba88d9617188514229eb45.png"
"33370-1";"Architects Paper";"Alpha";"Германия";"Васильковые, Серые, Лазурные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/a88/480_480_240cd750bba9870f18aada2478b24840a/a88dd6f460e03cab8087e77c72b08113.png"
"3336";"Decor Maison";"Eden";"Швеция";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"4284";"Рулон";"/upload/resize_cache/iblock/0ce/480_480_240cd750bba9870f18aada2478b24840a/0ced293cdf504de0a0ab9c0bbffb43b9.jpg"
"33370-3";"Architects Paper";"Alpha";"Германия";"Серые, Серебристые, Зелёные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/ed7/480_480_240cd750bba9870f18aada2478b24840a/ed7d6f3cbcdb26b85bebb7aaf039de44.png"
"33370-4";"Architects Paper";"Alpha";"Германия";"Малиновые, Серые, Серебристые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/bec/480_480_240cd750bba9870f18aada2478b24840a/becebdc948b21358560f701c5af6f39e.png"
"33372-1";"Architects Paper";"Alpha";"Германия";"Желтые, Золотые, Горчичные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/d51/480_480_240cd750bba9870f18aada2478b24840a/d518bd18be95d122c2d70fcb79d6cfa5.png"
"33372-2";"Architects Paper";"Alpha";"Германия";"Серебристые, Белые, Серые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/17a/480_480_240cd750bba9870f18aada2478b24840a/17a9f96b12449a99357b1b18c35e966d.png"
"33372-3";"Architects Paper";"Alpha";"Германия";"Серебристые, Серые, Белые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/f42/480_480_240cd750bba9870f18aada2478b24840a/f427df8df1dff53a8e5032a55a386d04.png"
"33372-4";"Architects Paper";"Alpha";"Германия";"Жемчужные, Ванильные, Серые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/7a7/480_480_240cd750bba9870f18aada2478b24840a/7a7abf2f6699e2987536f76f9a4f7a89.png"
"33372-5";"Architects Paper";"Alpha";"Германия";"Синие, Лавандовые, Голубые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/0e5/480_480_240cd750bba9870f18aada2478b24840a/0e5fd7b9a175658545b013740089da5e.png"
"33372-6";"Architects Paper";"Alpha";"Германия";"Серебристые, Серые, Лазурные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/9da/480_480_240cd750bba9870f18aada2478b24840a/9da2561d298f6297c6682545a8d7cd46.png"
"33372-7";"Architects Paper";"Alpha";"Германия";"Ванильные, Песочные, Кремовые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/6f2/480_480_240cd750bba9870f18aada2478b24840a/6f21b4c85248ce6dc817f6ae2d2de8b6.png"
"33372-9";"Architects Paper";"Alpha";"Германия";"Серебристые, Голубые, Серые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/8f4/480_480_240cd750bba9870f18aada2478b24840a/8f4bee66b20c73dd780e7ab8ef50b131.png"
"33372-8";"Architects Paper";"Alpha";"Германия";"Ванильные, Серые, Серебристые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Однотонные";"2800";"Рулон";"/upload/resize_cache/iblock/46d/480_480_240cd750bba9870f18aada2478b24840a/46d732f3f0df49be71aa829838474e98.png"
"33373-1";"Architects Paper";"Alpha";"Германия";"Синие, Васильковые, Лазурные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Абстракция, Узор";"3500";"Рулон";"/upload/resize_cache/iblock/56a/480_480_240cd750bba9870f18aada2478b24840a/56afdcc84defd25317b3e92b4e76a1fe.png"
"33373-3";"Architects Paper";"Alpha";"Германия";"Голубые, Лавандовые, Серые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Абстракция, Узор";"3500";"Рулон";"/upload/resize_cache/iblock/357/480_480_240cd750bba9870f18aada2478b24840a/35737e5984cc6774dfcaf375223bc807.png"
"33373-2";"Architects Paper";"Alpha";"Германия";"Серебристые, Серые, Бежевые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Абстракция, Узор";"3500";"Рулон";"/upload/resize_cache/iblock/f4d/480_480_240cd750bba9870f18aada2478b24840a/f4d2ed86b11f1efcbfd0d645fab42a61.png"
"33374-1";"Architects Paper";"Alpha";"Германия";"Серые, Серебристые, Кремовые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Под ткань, Текстуры";"3500";"Рулон";"/upload/resize_cache/iblock/7b7/480_480_240cd750bba9870f18aada2478b24840a/7b722631e5f92bc9c642ce1eaf9c811c.png"
"33373-4";"Architects Paper";"Alpha";"Германия";"Голубые, Терракотовые, Кофейные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Абстракция, Узор";"3500";"Рулон";"/upload/resize_cache/iblock/d89/480_480_240cd750bba9870f18aada2478b24840a/d894bfd596857b99599e9d171c549c38.png"
"33374-2";"Architects Paper";"Alpha";"Германия";"Серые, Голубые, Лавандовые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Под ткань, Текстуры";"3500";"Рулон";"/upload/resize_cache/iblock/28e/480_480_240cd750bba9870f18aada2478b24840a/28ed6c8f48973799387b70aecf46be7f.png"
"33374-3";"Architects Paper";"Alpha";"Германия";"Жемчужные, Серебристые, Ванильные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Под ткань, Текстуры";"3500";"Рулон";"/upload/resize_cache/iblock/7fd/480_480_240cd750bba9870f18aada2478b24840a/7fd2027bfbb75ac9b08649657d920b79.png"
"33374-7";"Architects Paper";"Alpha";"Германия";"Серебристые, Кремовые, Ванильные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Под ткань, Текстуры";"3500";"Рулон";"/upload/resize_cache/iblock/2b1/480_480_240cd750bba9870f18aada2478b24840a/2b1095e101c3eb2e08335df5b842903a.png"
"33374-6";"Architects Paper";"Alpha";"Германия";"Серые, Серебристые, Лавандовые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Под ткань, Текстуры";"3500";"Рулон";"/upload/resize_cache/iblock/5cb/480_480_240cd750bba9870f18aada2478b24840a/5cb0519993e59648677f4f25233d3d36.png"
"33374-4";"Architects Paper";"Alpha";"Германия";"Серые, Синие, Серебристые";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Под ткань, Текстуры";"3500";"Рулон";"/upload/resize_cache/iblock/16b/480_480_240cd750bba9870f18aada2478b24840a/16bd654d3306b05d1b9d7438e49b1a7e.png"
"33374-5";"Architects Paper";"Alpha";"Германия";"Терракотовые, Венге, Шоколадные";"Флизелиновые";"Флизелин";"0,52, Узкие";"10,05";"Под ткань, Текстуры";"3500";"Рулон";"/upload/resize_cache/iblock/e78/480_480_240cd750bba9870f18aada2478b24840a/e78ffc46571ae20b2b9ea1c9cffec99e.png"
"3337";"Decor Maison";"Eden";"Швеция";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"4284";"Рулон";"/upload/resize_cache/iblock/719/480_480_240cd750bba9870f18aada2478b24840a/7197ab73c4e61da80037f3b9575a6b50.jpg"
"3340";"Decor Maison";"Eden";"Швеция";"Красные, Вишнёвые, Бордовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Цветы";"4452";"Рулон";"/upload/resize_cache/iblock/bce/480_480_240cd750bba9870f18aada2478b24840a/bce325c2cfb43bf292f5d27235d89f98.jpg"
"3339";"Decor Maison";"Eden";"Швеция";"Песочные, Жемчужные, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Цветы";"4452";"Рулон";"/upload/resize_cache/iblock/1cb/480_480_240cd750bba9870f18aada2478b24840a/1cb14e08d2eda531f5c0dff034ddfd86.jpg"
"3338";"Decor Maison";"Eden";"Швеция";"Зелёные, Фисташковые, Оливковые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"4284";"Рулон";"/upload/resize_cache/iblock/c85/480_480_240cd750bba9870f18aada2478b24840a/c850144f872612892f942765101c039b.jpg"
"3341";"Decor Maison";"Eden";"Швеция";"Сиреневые, Лазурные, Синие";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Цветы";"4452";"Рулон";"/upload/resize_cache/iblock/bba/480_480_240cd750bba9870f18aada2478b24840a/bba1ef4a84ee22eaac5ed0c67d2ea52d.jpg"
"33501";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Болотные, Оливковые, Салатовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Растительность, Силуэты";"1980";"Рулон";"/upload/resize_cache/iblock/a5d/480_480_240cd750bba9870f18aada2478b24840a/a5d684c5b4a099ff2c4559447dc1552e.png"
"3342";"Decor Maison";"Eden";"Швеция";"Бронзовые, Венге, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Цветы";"4452";"Рулон";"/upload/resize_cache/iblock/2bd/480_480_240cd750bba9870f18aada2478b24840a/2bdb75f14d9ebaeea7faa8a54c55d375.jpg"
"3345 AU";"4Seasons";"Autunno";"Италия";"Сливовые, Васильковые, Лазурные";"Текстильные";"Флизелин";"3";"1";"Орнамент, Узор";"21084";"Пог.м.";"/upload/resize_cache/iblock/22d/480_480_240cd750bba9870f18aada2478b24840a/22dc4c08c4e296e6c7b61f9c30873e6a.jpg"
"33501";"Sirpi";"Muralto Oasi";"Италия";"Белые, Голубые, Лавандовые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Птицы, Цветы";"4820";"Рулон";"/upload/iblock/cc9/cc98518aa094584ae006a27644bfc9f2.png"
"33500";"Sirpi";"Muralto Oasi";"Италия";"Вишнёвые, Серые, Малиновые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Птицы, Цветы";"4820";"Рулон";"/upload/resize_cache/iblock/4a4/480_480_240cd750bba9870f18aada2478b24840a/4a4a0e80b6431d05122901c8f6c7b1eb.png"
"33502";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Белые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Растительность, Силуэты";"1980";"Рулон";"/upload/resize_cache/iblock/1e4/480_480_240cd750bba9870f18aada2478b24840a/1e43722819ef4e1f7aecbaf0b3a0a79d.png"
"33502";"Sirpi";"Muralto Oasi";"Италия";"Серые, Белые, Серебристые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Птицы, Цветы";"4820";"Рулон";"/upload/iblock/3ae/3ae122d18e78646a92c0668f5902ea5f.png"
"33503";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Ванильные, Песочные, Бежевые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Растительность, Силуэты";"1980";"Рулон";"/upload/resize_cache/iblock/959/480_480_240cd750bba9870f18aada2478b24840a/959bf20b5f17155ce3d5905bf5e3ae2b.png"
"33503";"Sirpi";"Muralto Oasi";"Италия";"Персиковые, Серые, Серебристые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Птицы, Цветы";"4820";"Рулон";"/upload/iblock/d33/d331e297b6dcd30eed55da51ed64f9b5.png"
"33504";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Песочные, Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Растительность, Силуэты";"1980";"Рулон";"/upload/resize_cache/iblock/473/480_480_240cd750bba9870f18aada2478b24840a/473c8c2736f7a383ff083322e31399dc.png"
"3350-4";"Decor Maison";"Eden";"Швеция";"Оливковые, Фисташковые, Зелёные";"Флизелиновые";"Флизелин";"1,8";"2,7";"Природа, Растительность, Сюжет";"14868";"Рулон";"/upload/resize_cache/iblock/3e7/480_480_240cd750bba9870f18aada2478b24840a/3e7eeb3d15b27cb64a5fd65526b77361.jpg"
"33504";"Sirpi";"Muralto Oasi";"Италия";"Венге, Терракотовые, Кофейные";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Птицы, Цветы";"4820";"Рулон";"/upload/iblock/8d6/8d69d0f6acc5d8cf87e1043b8f88659e.png"
"33507";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Зелёные, Салатовые, Болотные";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Под ткань";"1980";"Рулон";"/upload/resize_cache/iblock/04e/480_480_240cd750bba9870f18aada2478b24840a/04eb5d174dc8b9897557ca75c6fe8186.png"
"33505";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Серебристые, Ванильные, Кремовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Вертикальная полоска, Полоска, Цветы";"1980";"Рулон";"/upload/resize_cache/iblock/00f/480_480_240cd750bba9870f18aada2478b24840a/00fbf00e996bfe6bda58e82600cc6c50.png"
"33505";"Sirpi";"Muralto Oasi";"Италия";"Серые, Серебристые, Бронзовые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Птицы, Цветы";"4820";"Рулон";"/upload/iblock/aa6/aa6841701b9baa93078d91a58866afc1.png"
"33506";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Разноцветные";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Вертикальная полоска, Полоска, Цветы";"1980";"Рулон";"/upload/resize_cache/iblock/bce/480_480_240cd750bba9870f18aada2478b24840a/bce4849dd0eb47cef1816707c6678345.png"
"33506";"Sirpi";"Muralto Oasi";"Италия";"Серебристые, Серые, Розовые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Птицы, Цветы";"4820";"Рулон";"/upload/iblock/f8e/f8e4ff13e81837e27a37b16c62304d13.png"
"33509";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Белые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Клетка, Под ткань";"1980";"Рулон";"/upload/resize_cache/iblock/a2b/480_480_240cd750bba9870f18aada2478b24840a/a2b3fa83bff4fb719e384fc81ef0b106.png"
"33508";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Песочные, Жемчужные, Ванильные";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Клетка, Под ткань";"1980";"Рулон";"/upload/resize_cache/iblock/94f/480_480_240cd750bba9870f18aada2478b24840a/94f013b784d7f1132a5a850092b41e07.png"
"33510";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Белые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Клетка, Под ткань";"1980";"Рулон";"/upload/resize_cache/iblock/bbc/480_480_240cd750bba9870f18aada2478b24840a/bbc5a0ff927ea12f6914c9589839c6af.png"
"33510";"Sirpi";"Muralto Oasi";"Италия";"Синие, Серые, Васильковые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Однотонные";"4820";"Рулон";"/upload/resize_cache/iblock/766/480_480_240cd750bba9870f18aada2478b24840a/7668bce718d64b0b3a9a07764886077a.png"
"33511";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Серые, Серебристые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Под ткань";"1980";"Рулон";"/upload/resize_cache/iblock/7a5/480_480_240cd750bba9870f18aada2478b24840a/7a5f4e79b3438f7baa6e2382aa229f51.png"
"33511";"Sirpi";"Muralto Oasi";"Италия";"Серебристые, Лавандовые, Голубые";"Виниловые";"Флизелин";"1,04, Метровые, Широкие";"10,05";"Однотонные";"4820";"Рулон";"/upload/resize_cache/iblock/c0a/480_480_240cd750bba9870f18aada2478b24840a/c0ac8100f0d9ecbbfd6aace33789d97a.png"
"33512";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Разноцветные";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Растительность";"1980";"Рулон";"/upload/resize_cache/iblock/b9e/480_480_240cd750bba9870f18aada2478b24840a/b9ec65322c48d0f8f54fc9ed7a3cc6f8.png"
"33513";"Borastapeter";"Borosan EasyUp 17";"Швеция";"Ванильные, Песочные, Кремовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"11,2";"Цветы";"1980";"Рулон";"/upload/resize_cache/iblock/c19/480_480_240cd750bba9870f18aada2478b24840a/c1939f931109330caa7aaf7da466aaaf.png"
