"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img"
"3585-25";"Practic";"Vlies Band";"Россия";"Белые";"Виниловые";"Флизелин";"1,06, Метровые, Широкие";"25";"Под штукатурку";"5600";"Рулон";"/upload/resize_cache/iblock/44f/480_480_240cd750bba9870f18aada2478b24840a/44f2354f3269a23edd19b6cda0d02947.png"
"35851-2";"A.S. Creation";"Little Stars";"Германия";"Лиловые, Белые, Розовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек, Животные";"992";"Рулон";"/upload/resize_cache/iblock/085/480_480_240cd750bba9870f18aada2478b24840a/085fc171fbc1915b6d8e551511b788ee.png"
"35852-1";"A.S. Creation";"Little Stars";"Германия";"Белые, Серебристые, Лиловые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/0e3/480_480_240cd750bba9870f18aada2478b24840a/0e3756f092c76ab29b459762482a9e5d.png"
"35852-2";"A.S. Creation";"Little Stars";"Германия";"Розовые, Болотные, Лиловые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/955/480_480_240cd750bba9870f18aada2478b24840a/955dd1f0d0e811e0d680269541ecf15f.png"
"35851-1";"A.S. Creation";"Little Stars";"Германия";"Розовые, Черные, Лиловые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек, Животные";"992";"Рулон";"/upload/resize_cache/iblock/5fa/480_480_240cd750bba9870f18aada2478b24840a/5faf84a99d53b9f335fae5974283e594.png"
"35853-2B";"A.S. Creation";"Little Stars";"Германия";"Серые, Серебристые, Болотные";"Флизелиновые";"Флизелин";"0,18";"5";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/055/480_480_240cd750bba9870f18aada2478b24840a/05539864341170ee2cfbf9388c6dacf1.png"
"35853-1B";"A.S. Creation";"Little Stars";"Германия";"Серые, Розовые, Лиловые";"Флизелиновые";"Флизелин";"0,18";"5";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/282/480_480_240cd750bba9870f18aada2478b24840a/282b93d43ef00bdf07f456872b1c482a.png"
"35854-1";"A.S. Creation";"Little Stars";"Германия";"Розовые, Лиловые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/8eb/480_480_240cd750bba9870f18aada2478b24840a/8eb4a0c3cea9f45f9fdb8020a146271f.png"
"35854-2";"A.S. Creation";"Little Stars";"Германия";"Голубые, Васильковые, Лавандовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/ab7/480_480_240cd750bba9870f18aada2478b24840a/ab70d897812b186e59685aa43e7bd095.png"
"35855-1";"A.S. Creation";"Little Stars";"Германия";"Серебристые, Серые, Розовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Горох, Для девочек, Круги, Точки";"992";"Рулон";"/upload/resize_cache/iblock/519/480_480_240cd750bba9870f18aada2478b24840a/519bc28aea1e528c2d4b36125c52fe0b.png"
"35855-2";"A.S. Creation";"Little Stars";"Германия";"Белые, Лавандовые, Голубые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Горох, Для девочек, Круги, Точки";"992";"Рулон";"/upload/resize_cache/iblock/118/480_480_240cd750bba9870f18aada2478b24840a/1185143704b276bbd9af841a96f0ca40.png"
"35863-3";"A.S. Creation";"Little Stars";"Германия";"Лиловые, Розовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек, Для мальчиков";"992";"Рулон";"/upload/resize_cache/iblock/c7a/480_480_240cd750bba9870f18aada2478b24840a/c7a997f82044ea6ed8eab917d97399ae.png"
"35863-2";"A.S. Creation";"Little Stars";"Германия";"Лазурные, Синие, Лавандовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек, Для мальчиков";"992";"Рулон";"/upload/resize_cache/iblock/7da/480_480_240cd750bba9870f18aada2478b24840a/7dafb11a634ec5f2816efbbfab865c34.png"
"35862-2";"A.S. Creation";"Little Stars";"Германия";"Серые, Серебристые, Лавандовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/449/480_480_240cd750bba9870f18aada2478b24840a/449a86cfee88ded2565d74104c10f2fe.png"
"35863-1";"A.S. Creation";"Little Stars";"Германия";"Серебристые, Белые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек, Для мальчиков";"992";"Рулон";"/upload/resize_cache/iblock/8f6/480_480_240cd750bba9870f18aada2478b24840a/8f644a5240dffdd8ae796e8158a7a2eb.png"
"35862-1";"A.S. Creation";"Little Stars";"Германия";"Лиловые, Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/2b8/480_480_240cd750bba9870f18aada2478b24840a/2b8cb644e2ea06afe192ed2d7536822e.png"
"35864-1B";"A.S. Creation";"Little Stars";"Германия";"Сиреневые, Фиалковые, Серые";"Флизелиновые";"Флизелин";"0,13";"5";"Для девочек";"992";"Рулон";"/upload/resize_cache/iblock/a1f/480_480_240cd750bba9870f18aada2478b24840a/a1f38586a80d5031dbd45783df07e7b2.png"
"35870-2";"A.S. Creation";"Little Stars";"Германия";"Серые, Серебристые, Горчичные";"Флизелиновые";"Флизелин";"0,53, Узкие";"5";"Для мальчиков, Машинки, Машины, Сюжет";"992";"Рулон";"/upload/resize_cache/iblock/8d8/480_480_240cd750bba9870f18aada2478b24840a/8d8bb1900dd71a28fa3ae31b353c89af.png"
"35864-2B";"A.S. Creation";"Little Stars";"Германия";"Голубые, Синие, Лазурные";"Флизелиновые";"Флизелин";"0,13";"5";"Для мальчиков";"992";"Рулон";"/upload/resize_cache/iblock/1b6/480_480_240cd750bba9870f18aada2478b24840a/1b61ee970bc4216280950f58bd70c956.png"
"35871-2B";"A.S. Creation";"Little Stars";"Германия";"Терракотовые, Коричневые, Жемчужные";"Флизелиновые";"Флизелин";"0,13";"5";"Для мальчиков, Машинки, Машины, Сюжет";"992";"Рулон";"/upload/resize_cache/iblock/143/480_480_240cd750bba9870f18aada2478b24840a/143d48b847f00cea3870009c8f598446.jpg"
"35870-1";"A.S. Creation";"Little Stars";"Германия";"Терракотовые, Ванильные, Венге";"Флизелиновые";"Флизелин";"0,53, Узкие";"5";"Для мальчиков, Машинки, Машины, Сюжет";"992";"Рулон";"/upload/resize_cache/iblock/b9b/480_480_240cd750bba9870f18aada2478b24840a/b9b64071803ab50b106124db2341a1dc.png"
"35871-1B";"A.S. Creation";"Little Stars";"Германия";"Серебристые, Горчичные, Желтые";"Флизелиновые";"Флизелин";"0,13";"5";"Для мальчиков, Машинки, Машины, Сюжет";"992";"Рулон";"/upload/resize_cache/iblock/750/480_480_240cd750bba9870f18aada2478b24840a/750002e4738426df26be9d433a88a252.png"
"35895-1";"A.S. Creation";"Four Seasons";"Германия";"Ванильные, Кремовые, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/cc7/480_480_240cd750bba9870f18aada2478b24840a/cc77f410dbc072f861ee21451a74ade3.png"
"35895-5";"A.S. Creation";"Four Seasons";"Германия";"Серебристые, Серые, Белые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/7f0/480_480_240cd750bba9870f18aada2478b24840a/7f0ba0716788c1b17173059aaf787b79.png"
"35895-7";"A.S. Creation";"Four Seasons";"Германия";"Синие, Васильковые, Лавандовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/dd9/480_480_240cd750bba9870f18aada2478b24840a/dd9625de657e4ad44915dfb408887cb2.png"
"35895-4";"A.S. Creation";"Four Seasons";"Германия";"Фиолетовые, Серые, Сиреневые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/749/480_480_240cd750bba9870f18aada2478b24840a/749291e9b55f61f8f9c305a5d35a40e1.png"
"35895-2";"A.S. Creation";"Four Seasons";"Германия";"Серые, Белые, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/fb0/480_480_240cd750bba9870f18aada2478b24840a/fb02b9c7cbc265043d4d7d596bb98a8d.png"
"35895-3";"A.S. Creation";"Four Seasons";"Германия";"Васильковые, Синие, Лавандовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/2a7/480_480_240cd750bba9870f18aada2478b24840a/2a7384df76873b2aa235b80e0d647dab.png"
"35895-6";"A.S. Creation";"Four Seasons";"Германия";"Васильковые, Лазурные, Лавандовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/a0b/480_480_240cd750bba9870f18aada2478b24840a/a0b9690d34d0abd429c07507a6ed56a8.png"
"35895-8";"A.S. Creation";"Four Seasons";"Германия";"Золотые, Желтые, Лимонные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/b03/480_480_240cd750bba9870f18aada2478b24840a/b03ca23f618ee636ffd25c3536577f68.png"
"35895-9";"A.S. Creation";"Four Seasons";"Германия";"Морская волна, Серебристые, Бирюзовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/01d/480_480_240cd750bba9870f18aada2478b24840a/01d79b54dea882ea3f0e3b60c8e6dc2f.png"
"35896-3";"A.S. Creation";"Four Seasons";"Германия";"Серебристые, Кремовые, Серые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/ad7/480_480_240cd750bba9870f18aada2478b24840a/ad7cb4cf28b582900d6c60034be4db00.png"
"35896-1";"A.S. Creation";"Four Seasons";"Германия";"Лимонные, Серебристые, Золотые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/0a3/480_480_240cd750bba9870f18aada2478b24840a/0a3a1f9f23281019c4b1363a935873e1.png"
"35896-4";"A.S. Creation";"Four Seasons";"Германия";"Бирюзовые, Серебристые, Морская волна";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/9c5/480_480_240cd750bba9870f18aada2478b24840a/9c56c78034b51ddd43b23cc63706adc0.png"
"35896-2";"A.S. Creation";"Four Seasons";"Германия";"Серые, Серебристые, Лиловые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/403/480_480_240cd750bba9870f18aada2478b24840a/40379c48e4fdcbb73a8cfc0010010904.png"
"35897-3";"A.S. Creation";"Four Seasons";"Германия";"Сиреневые, Горчичные, Желтые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Насекомые, Стрекозы";"1404";"Рулон";"/upload/resize_cache/iblock/8dc/480_480_240cd750bba9870f18aada2478b24840a/8dc793cd18800db26dd38dd07fb5abeb.png"
"35897-1";"A.S. Creation";"Four Seasons";"Германия";"Серые, Серебристые, Белые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Насекомые, Стрекозы";"1404";"Рулон";"/upload/resize_cache/iblock/905/480_480_240cd750bba9870f18aada2478b24840a/9055f9881bbc1fd1bf0b623fced38719.png"
"35898-1";"A.S. Creation";"Four Seasons";"Германия";"Лиловые, Серебристые, Розовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/5c9/480_480_240cd750bba9870f18aada2478b24840a/5c9754c35ef0e068c218e7078a153a8c.png"
"35898-2";"A.S. Creation";"Four Seasons";"Германия";"Серебристые, Белые, Серые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/532/480_480_240cd750bba9870f18aada2478b24840a/53206d01bfeac001c07dc94174250fd5.png"
"35897-2";"A.S. Creation";"Four Seasons";"Германия";"Серые, Песочные, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Насекомые, Стрекозы";"1404";"Рулон";"/upload/resize_cache/iblock/3b5/480_480_240cd750bba9870f18aada2478b24840a/3b56f8a63b784c7767628293c14449d9.png"
"35898-3";"A.S. Creation";"Four Seasons";"Германия";"Венге, Серебристые, Бронзовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/a95/480_480_240cd750bba9870f18aada2478b24840a/a95306b98d7bc04b48ca4cb0565c1d32.png"
"35898-4";"A.S. Creation";"Four Seasons";"Германия";"Лавандовые, Серые, Голубые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/0e5/480_480_240cd750bba9870f18aada2478b24840a/0e5abc66237b11f81185c0070f8897b1.png"
"35899-2";"A.S. Creation";"Four Seasons";"Германия";"Серые, Белые, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/db2/480_480_240cd750bba9870f18aada2478b24840a/db25a58b4b95f55e94450701e239d0c9.png"
"35899-1";"A.S. Creation";"Four Seasons";"Германия";"Лимонные, Горчичные, Золотые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/417/480_480_240cd750bba9870f18aada2478b24840a/417a9a9adfd270835b4ab107236920c8.png"
"35898-5";"A.S. Creation";"Four Seasons";"Германия";"Лавандовые, Лазурные, Синие";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Растительность";"1404";"Рулон";"/upload/resize_cache/iblock/2e3/480_480_240cd750bba9870f18aada2478b24840a/2e3aa393583da568d6d47b159c41edc4.png"
"359000";"Eijffinger";"Rice";"Нидерланды";"Белые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/3fb/480_480_240cd750bba9870f18aada2478b24840a/3fb5ec8a1c29c391e4c4b446acd16abe.png"
"35899-3";"A.S. Creation";"Four Seasons";"Германия";"Горчичные, Серебристые, Желтые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Геометрия";"1404";"Рулон";"/upload/resize_cache/iblock/d0c/480_480_240cd750bba9870f18aada2478b24840a/d0cb9f0f9b3d1ece644a44ab00651a64.png"
"359001";"Eijffinger";"Rice";"Нидерланды";"Лиловые, Розовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/4b4/480_480_240cd750bba9870f18aada2478b24840a/4b4494ba23feb5c2580a05c770b34b39.png"
"359010";"Eijffinger";"Rice";"Нидерланды";"Белые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Узор, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/4ac/480_480_240cd750bba9870f18aada2478b24840a/4acf334e5e20b11ad8437bbf917b961e.png"
"359002";"Eijffinger";"Rice";"Нидерланды";"Вишнёвые, Красные, Бордовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/7fc/480_480_240cd750bba9870f18aada2478b24840a/7fce3ee8283564f26ad703234268d127.png"
"359004";"Eijffinger";"Rice";"Нидерланды";"Сиреневые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/2d9/480_480_240cd750bba9870f18aada2478b24840a/2d94a532e610ca55c8715412c7e27a47.png"
"359011";"Eijffinger";"Rice";"Нидерланды";"Розовые, Лиловые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Узор, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/a4b/480_480_240cd750bba9870f18aada2478b24840a/a4b659022ed0af84708c5a7e61fec1ef.png"
"359003";"Eijffinger";"Rice";"Нидерланды";"Фисташковые, Салатовые, Оливковые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/cb9/480_480_240cd750bba9870f18aada2478b24840a/cb9e643b757499af716bdc91dc5a895b.png"
"359013";"Eijffinger";"Rice";"Нидерланды";"Болотные, Фисташковые, Салатовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Узор, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/806/480_480_240cd750bba9870f18aada2478b24840a/806a34db300d9e57aac7d0729e443916.png"
"359020";"Eijffinger";"Rice";"Нидерланды";"Разноцветные, Белые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Растительность";"0";"Рулон";"/upload/resize_cache/iblock/235/480_480_240cd750bba9870f18aada2478b24840a/23501db18dc1350897805cb8231978f1.png"
"359022";"Eijffinger";"Rice";"Нидерланды";"Разноцветные, Салатовые, Болотные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Растительность";"0";"Рулон";"/upload/resize_cache/iblock/d06/480_480_240cd750bba9870f18aada2478b24840a/d0610fd5db352f49624b5522b201ce96.png"
"359012";"Eijffinger";"Rice";"Нидерланды";"Лавандовые, Голубые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Узор, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/4ab/480_480_240cd750bba9870f18aada2478b24840a/4aba99419f8d8a64fa52501c94cfdf31.png"
"359021";"Eijffinger";"Rice";"Нидерланды";"Розовые, Разноцветные, Лиловые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Растительность";"0";"Рулон";"/upload/resize_cache/iblock/883/480_480_240cd750bba9870f18aada2478b24840a/8837fc08037edfa0a77d910b46a9e027.png"
"359030";"Eijffinger";"Rice";"Нидерланды";"Фисташковые, Салатовые, Оливковые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/d58/480_480_240cd750bba9870f18aada2478b24840a/d581a1dc5c55c9aa875275c584f06e56.png"
"359031";"Eijffinger";"Rice";"Нидерланды";"Синие, Лазурные, Разноцветные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/367/480_480_240cd750bba9870f18aada2478b24840a/367ffff7d76ad79161cf0e4356686d07.png"
"359024";"Eijffinger";"Rice";"Нидерланды";"Разноцветные, Лавандовые, Голубые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Растительность";"0";"Рулон";"/upload/resize_cache/iblock/dad/480_480_240cd750bba9870f18aada2478b24840a/dad0a331a2d431d8d153fd92b946487f.png"
"359023";"Eijffinger";"Rice";"Нидерланды";"Болотные, Фисташковые, Разноцветные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Растительность";"0";"Рулон";"/upload/resize_cache/iblock/3e3/480_480_240cd750bba9870f18aada2478b24840a/3e3d9b935d407cc52c53bd5335d4c2ec.png"
"359032";"Eijffinger";"Rice";"Нидерланды";"Разноцветные, Лавандовые, Голубые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/aa1/480_480_240cd750bba9870f18aada2478b24840a/aa1333478e76955dede60c4c0bc09f14.jpeg"
"359040";"Eijffinger";"Rice";"Нидерланды";"Белые, Разноцветные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/12f/480_480_240cd750bba9870f18aada2478b24840a/12f540a563e3e5a96ccef33863f982f5.png"
"359034";"Eijffinger";"Rice";"Нидерланды";"Розовые, Лиловые, Разноцветные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/ef2/480_480_240cd750bba9870f18aada2478b24840a/ef271e541785fbf12107aecd04267306.png"
"359043";"Eijffinger";"Rice";"Нидерланды";"Красные, Вишнёвые, Бордовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/f95/480_480_240cd750bba9870f18aada2478b24840a/f9583b1dbcbbcd1ff38fd04c0b85fc6b.png"
"359041";"Eijffinger";"Rice";"Нидерланды";"Лавандовые, Разноцветные, Голубые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/cf5/480_480_240cd750bba9870f18aada2478b24840a/cf59652c46f17c1345505de88c0d03f3.png"
"359044";"Eijffinger";"Rice";"Нидерланды";"Васильковые, Лазурные, Разноцветные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/354/480_480_240cd750bba9870f18aada2478b24840a/354da9fe1ee43739ca4b78a447c4c35f.png"
"359045";"Eijffinger";"Rice";"Нидерланды";"Разноцветные, Лиловые, Розовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/35d/480_480_240cd750bba9870f18aada2478b24840a/35d048d1f11f1fbb8a537f199ebb5c16.png"
"359050";"Eijffinger";"Rice";"Нидерланды";"Разноцветные, Белые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Кляксы, Точки";"0";"Рулон";"/upload/resize_cache/iblock/243/480_480_240cd750bba9870f18aada2478b24840a/2436b8a6d462cfa350500bdb7998fbf6.png"
"359060";"Eijffinger";"Rice";"Нидерланды";"Золотые, Белые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Горох, Для девочек, Круги";"0";"Рулон";"/upload/resize_cache/iblock/1c3/480_480_240cd750bba9870f18aada2478b24840a/1c32ed5b4bc599bf2bdd1102320a393e.png"
"359051";"Eijffinger";"Rice";"Нидерланды";"Лиловые, Розовые, Разноцветные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Кляксы, Точки";"0";"Рулон";"/upload/resize_cache/iblock/3c4/480_480_240cd750bba9870f18aada2478b24840a/3c4563fbbe25521f6a9823d578a207a9.png"
"359053";"Eijffinger";"Rice";"Нидерланды";"Лавандовые, Разноцветные, Голубые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Кляксы, Точки";"0";"Рулон";"/upload/resize_cache/iblock/ada/480_480_240cd750bba9870f18aada2478b24840a/adad2c6c82a33ab7d091a64b453d6d61.png"
"359061";"Eijffinger";"Rice";"Нидерланды";"Лиловые, Розовые, Белые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Горох, Для девочек, Круги";"0";"Рулон";"/upload/resize_cache/iblock/e1b/480_480_240cd750bba9870f18aada2478b24840a/e1b98d9b3f670de9090fbb3c1d7d7745.png"
"359063";"Eijffinger";"Rice";"Нидерланды";"Сиреневые, Фиолетовые, Сливовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Горох, Для девочек, Круги";"0";"Рулон";"/upload/resize_cache/iblock/ecd/480_480_240cd750bba9870f18aada2478b24840a/ecdc624f92e0220b332f72f363ea174b.png"
"359062";"Eijffinger";"Rice";"Нидерланды";"Оливковые, Фисташковые, Болотные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Горох, Для девочек, Круги";"0";"Рулон";"/upload/resize_cache/iblock/075/480_480_240cd750bba9870f18aada2478b24840a/07504a6d5a2be7f7cd127f8df09b7af0.png"
"359070";"Eijffinger";"Rice";"Нидерланды";"Жемчужные, Песочные, Бежевые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/c8f/480_480_240cd750bba9870f18aada2478b24840a/c8f165db9ec7594a01e45d727721a71d.png"
"359071";"Eijffinger";"Rice";"Нидерланды";"Золотые, Разноцветные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/8da/480_480_240cd750bba9870f18aada2478b24840a/8da56e48ce36df1ae55e41489c0c2310.png"
"359082";"Eijffinger";"Rice";"Нидерланды";"Малиновые, Алые, Красные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Клетка";"0";"Рулон";"/upload/resize_cache/iblock/c01/480_480_240cd750bba9870f18aada2478b24840a/c01016671bfda64070ced2fe658e7cca.png"
"359083";"Eijffinger";"Rice";"Нидерланды";"Белые, Лиловые, Розовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Клетка";"0";"Рулон";"/upload/resize_cache/iblock/ff1/480_480_240cd750bba9870f18aada2478b24840a/ff1685a9e0b9ede5cfb2e65395a3c324.png"
"359073";"Eijffinger";"Rice";"Нидерланды";"Салатовые, Зелёные, Болотные";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/cfa/480_480_240cd750bba9870f18aada2478b24840a/cfa61f7aef96df03b51940bb4b2e5e42.png"
"359080";"Eijffinger";"Rice";"Нидерланды";"Салатовые, Лавандовые, Голубые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Для мальчиков, Клетка";"0";"Рулон";"/upload/resize_cache/iblock/370/480_480_240cd750bba9870f18aada2478b24840a/370233c7dea51f662aab33448b39c45c.png"
"359081";"Eijffinger";"Rice";"Нидерланды";"Белые, Зелёные, Салатовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Для мальчиков, Клетка";"0";"Рулон";"/upload/resize_cache/iblock/741/480_480_240cd750bba9870f18aada2478b24840a/7417920e0c1b28292226df14d08cad66.png"
"359072";"Eijffinger";"Rice";"Нидерланды";"Разноцветные, Розовые, Лиловые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Птицы, Цветы";"0";"Рулон";"/upload/resize_cache/iblock/976/480_480_240cd750bba9870f18aada2478b24840a/976de10bc76728cf96eb48e9aab04fa9.png"
"359084";"Eijffinger";"Rice";"Нидерланды";"Лиловые, Белые, Розовые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Клетка";"0";"Рулон";"/upload/resize_cache/iblock/42f/480_480_240cd750bba9870f18aada2478b24840a/42f012c31bad142190b08c69e3f9c08f.png"
"359086";"Eijffinger";"Rice";"Нидерланды";"Лавандовые, Белые, Голубые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Для мальчиков, Клетка";"0";"Рулон";"/upload/resize_cache/iblock/ca0/480_480_240cd750bba9870f18aada2478b24840a/ca088518a1e8fc38d68001b686a64d42.png"
"359090";"Eijffinger";"Rice";"Нидерланды";"Золотые";"Акрил";"Флизелин";"0,52, Узкие";"10,05";"Для девочек, Текстуры";"0";"Рулон";"/upload/resize_cache/iblock/701/480_480_240cd750bba9870f18aada2478b24840a/701955dc1558e5fc8f227326e49b05c2.png"
