"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img"
"5221";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Жемчужные, Кремовые, Золотые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска, Ромбы";"2500";"Рулон";"/upload/resize_cache/iblock/1bf/480_450_240cd750bba9870f18aada2478b24840a/1bf31ad96be8f8833c881a49c72cbd90.png"
"52221";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Однотонные";"9340";"Рулон";"/upload/iblock/662/66213236942801cd63d82c4d706e2f26.png"
"5222";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Серые, Серебристые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Узор";"390";"Рулон";"/upload/resize_cache/iblock/71b/480_480_240cd750bba9870f18aada2478b24840a/71b06ab54e6d31d402f9b3a698c9539a.jpg"
"52225";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Сливовые, Фиолетовые, Фиалковые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Однотонные";"10390";"Рулон";"/upload/iblock/c7c/c7c8efa4f33af5b1964ce7e47255aa4b.png"
"52224";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Розовые, Лиловые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Однотонные";"10390";"Рулон";"/upload/iblock/6a1/6a12d01c7104e597a4ce136000cb296e.png"
"52222";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Однотонные";"9340";"Рулон";"/upload/iblock/485/4859e1d5a011fb3db0699d7d87ff280c.png"
"52223";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Однотонные";"9340";"Рулон";"/upload/iblock/693/693c7c2351356c830bc58e1f27eb649a.png"
"52228";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Белые, Разноцветные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Горох";"13490";"Рулон";"/upload/iblock/01e/01ec503a23ee614838f8b8e91aea2d5a.png"
"52227";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска";"13490";"Рулон";"/upload/iblock/123/12321fb403faa4bb55d847875a635452.png"
"52226";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска";"13490";"Рулон";"/upload/iblock/400/400554037f26585d5c3c04ff4736e1e4.png"
"52229";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Салатовые, Оливковые, Зелёные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Полоска, Стразы, Украшения";"13490";"Рулон";"/upload/iblock/3d1/3d17f4c31fee96b2658d9e82766a7e5a.png"
"5223";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Серые, Серебристые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Узор";"390";"Рулон";"/upload/resize_cache/iblock/7f5/480_480_240cd750bba9870f18aada2478b24840a/7f59ae0fb516485044f4a8f6bbde950f.jpg"
"52230";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Коричневые, Кофейные, Бронзовые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска";"13490";"Рулон";"/upload/iblock/652/6521c10533b3694854f2e9f1c9ace4c0.png"
"52231";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Васильковые, Лазурные, Синие";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска";"13490";"Рулон";"/upload/iblock/3b8/3b8e325cbe2642212e9eff122df2d0cb.png"
"52232";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Горох, Круги";"14540";"Рулон";"/upload/iblock/0d1/0d1a6620ecc291c5354a45ea1cb0c003.png"
"522-31";"SandBerg";"Familj Collection";"Швеция";"Серые, Серебристые, Белые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Город, Графика, Для девочек, Для мальчиков, Дома, Сюжет";"1500";"Рулон";"/upload/resize_cache/iblock/4f8/480_480_240cd750bba9870f18aada2478b24840a/4f84d9884c44105f98391ddfeae65ef5.png"
"52233";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Горох";"14540";"Рулон";"/upload/iblock/58c/58cea00d8c335da66be79f58d854f59d.png"
"52234";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Фиолетовые, Сливовые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Горох, Круги";"14540";"Рулон";"/upload/iblock/b8f/b8ffd4840acdfdd34dd52fa45f0db24b.png"
"52235";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Коричневые, Венге, Терракотовые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Горох, Круги";"14540";"Рулон";"/upload/iblock/41c/41cffe6bacc09907fae08856688c2c6f.png"
"52236";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Вишнёвые, Бордовые, Алые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Круги, Стразы, Украшения";"14540";"Рулон";"/upload/iblock/58e/58eaa3c948b7cfa9d04b96db259985d7.png"
"52237";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Лазурные, Васильковые, Синие";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Горох, Круги";"14540";"Рулон";"/upload/iblock/4b6/4b6069f207c4302303b0067808ce9c38.png"
"52238";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Лавандовые, Голубые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Текстуры";"13490";"Рулон";"/upload/iblock/b72/b726e0c73cae108cff5b5492ecd9fb97.png"
"52239";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Венге, Коричневые, Кофейные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Под ткань";"13490";"Рулон";"/upload/iblock/738/7381c0311099658447926c774d57f09b.png"
"5223";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Кремовые, Бежевые, Ванильные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Вертикальная полоска, Мелкая полоска, Под ткань, Полоска";"1500";"Рулон";"/upload/resize_cache/iblock/8be/480_450_240cd750bba9870f18aada2478b24840a/8be0589fc580ed4a444cd9d37439e4d5.png"
"5224";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Фиалковые, Сиреневые, Фиолетовые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Узор";"390";"Рулон";"/upload/resize_cache/iblock/1c4/480_480_240cd750bba9870f18aada2478b24840a/1c45dc67dfa146d0820f3d2a7d652c80.jpg"
"52241";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Шоколадные, Бронзовые, Венге";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Под ткань";"13490";"Рулон";"/upload/iblock/8e9/8e9426e33f10041a6fc8504fbda90d21.png"
"52240";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Салатовые, Фисташковые, Оливковые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Под ткань, Полоска, Рогожка";"13490";"Рулон";"/upload/iblock/31d/31db4bf550e98323d212cca80ae08783.png"
"52243";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Болотные, Фисташковые, Салатовые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Орнамент, Под камень, Узор";"14540";"Рулон";"/upload/iblock/df3/df34579cf8afdf7a4b97f743eb5ce33c.png"
"52242";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Бежевые, Кремовые, Ванильные";"Виниловые";"Флизелин";"1,06, Метровые, Широкие";"10,05";"Круги";"14540";"Рулон";"/upload/iblock/6ef/6ef33383b0440954b64aed3daac30860.png"
"52245";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Синие, Васильковые, Лазурные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Орнамент, Под камень, Узор";"14540";"Рулон";"/upload/iblock/ef5/ef511865de0e57e4191b91765deba3c7.png"
"52244";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Терракотовые, Бронзовые, Коричневые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Узор";"14540";"Рулон";"/upload/iblock/1bf/1bf64dc69e27a204b661b8d1acd1bd19.png"
"52247";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Квадраты, Под камень, Полоска";"15540";"Рулон";"/upload/iblock/94c/94c4a43649cf46eef7a56e893579f4bb.png"
"52249";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Терракотовые, Бронзовые, Венге";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Квадраты, Под камень, Полоска";"15540";"Рулон";"/upload/iblock/4f5/4f54fda7199299cb21b6d781b7c60216.png"
"52248";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Квадраты, Под камень, Полоска";"15540";"Рулон";"/upload/iblock/4f8/4f88f5e6d391189ac73ff0d7e481aa77.png"
"5224";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Серебристые, Серые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Вертикальная полоска, Мелкая полоска, Под ткань, Полоска";"390";"Рулон";"/upload/resize_cache/iblock/e30/480_450_240cd750bba9870f18aada2478b24840a/e303e94a29c9ea929bb31dd3e426680a.png"
"5225";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Серебристые, Серые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Узор";"390";"Рулон";"/upload/resize_cache/iblock/ffd/480_480_240cd750bba9870f18aada2478b24840a/ffd7c7ce3845d2e48b5d961c20dbf6bc.jpg"
"52250";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Небрежная полоска, Полоска";"12440";"Рулон";"/upload/iblock/e0e/e0eaff90404bb7cc392c2b60a18c2c3f.png"
"52257";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Лиловые, Серые, Фиолетовые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска, Цветная полоска";"10390";"Рулон";"/upload/iblock/3e2/3e2d35fb97451a707ed564d282005563.png"
"52259";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Черные, Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"10390";"Рулон";"/upload/iblock/de2/de2d76ff9d56c3344582b3c0653cf000.png"
"5225";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Золотые, Бронзовые, Кремовые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Дамаск, Орнамент, Узор";"1500";"Рулон";"/upload/resize_cache/iblock/862/480_450_240cd750bba9870f18aada2478b24840a/862ebb1cb0eea5d21c87e0b33bf187bc.png"
"52251";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Кофейные, Коричневые, Шоколадные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Небрежная полоска, Полоска";"12440";"Рулон";"/upload/iblock/be7/be7feb0890aa493f06530b7218019697.png"
"52258";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Бронзовые, Терракотовые, Лимонные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска, Цветная полоска";"10390";"Рулон";"/upload/iblock/fc7/fc79fb9be6924e5fa3158a82fb665ad1.png"
"52252";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска, Небрежная полоска, Полоска";"12440";"Рулон";"/upload/iblock/33e/33ed1fd83d71ffd8a43b200b4f461171.png"
"52260";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Коралловые, Сиреневые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Вертикальная полоска";"10390";"Рулон";"/upload/iblock/626/6261e2b97ab9e1b73a6092f70f2b0db8.png"
"52261";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Розовые, Сливовые, Сиреневые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Узор";"12440";"Рулон";"/upload/iblock/84d/84d8d41fb96cfce07864f537b6d6dc2a.png"
"52262";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Лимонные, Желтые, Золотые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Узор";"12440";"Рулон";"/upload/iblock/a05/a0509ff94286b29e188c2e1de9063e80.png"
"52263";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Шоколадные, Кофейные, Венге";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Узор";"12440";"Рулон";"/upload/iblock/07d/07d0ece85e8f7a902c1db2dd3bc8b06a.png"
"52264";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Бронзовые, Шоколадные, Сливовые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Узор";"12440";"Рулон";"/upload/iblock/c25/c2552547c893f6459fdd6f256939584c.png"
"52266";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Лиловые, Розовые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Однотонные";"9340";"Рулон";"/upload/iblock/dbb/dbb9a9d25eed70d280661be7b4f0a51a.png"
"52276";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"0,75, Узкие";;"Геометрия, Клетка";"9340";"Рулон";"/upload/iblock/f87/f8725341cd29e6c460907610123e96f9.png"
"5226";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Венге, Серебристые, Кремовые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"390";"Рулон";"/upload/resize_cache/iblock/49c/480_450_240cd750bba9870f18aada2478b24840a/49c9e4cfc4f5b9884f3d03a2e93be2b1.png"
"52279";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Белые";"Виниловые";"Флизелин";"0,75, Узкие";;"Геометрия, Клетка";"9340";"Рулон";"/upload/iblock/cd0/cd0174e139122f9251797f7570f8d85f.png"
"52277";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Малиновые, Красные, Алые";"Виниловые";"Флизелин";"0,75, Узкие";;"Геометрия, Клетка";"9340";"Рулон";"/upload/iblock/32d/32df6e28c1c34f1cc5b44147e523fcc8.png"
"52265";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Черные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Однотонные";"9340";"Рулон";"/upload/iblock/5d1/5d1948c37f02c615297fc562d10b3051.png"
"52278";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Терракотовые, Венге, Шоколадные";"Виниловые";"Флизелин";"0,75, Узкие";;"Геометрия, Клетка";"9340";"Рулон";"/upload/iblock/09a/09a8111b2f528076f41f01297605810b.png"
"52283";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Под ткань, Украшения";"31090";"Рулон";"/upload/iblock/f2a/f2aebdc01dae71e4d869b927e9f2d221.png"
"5227";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Кремовые, Золотые, Жемчужные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Дамаск, Орнамент, Узор";"1500";"Рулон";"/upload/resize_cache/iblock/857/480_450_240cd750bba9870f18aada2478b24840a/85778e66953906202a6105883a183a59.png"
"52281";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Белые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Под ткань, Украшения";"31090";"Рулон";"/upload/iblock/919/9193de6b9ad7df689335dc19c07ed937.png"
"52280";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серые, Серебристые";"Виниловые";"Флизелин";"0,75, Узкие";;"Под кожу";"9340";"Рулон";"/upload/iblock/ad8/ad8197835f1b164e744de8ddd1861d5b.png"
"52282";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Малиновые, Бордовые, Вишнёвые";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Под ткань, Украшения";"31090";"Рулон";"/upload/iblock/cf0/cf0ac7023154a54a72052488c6493d49.png"
"52284";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые, Черные";"Виниловые";"Флизелин";"0,75, Узкие";"10,05";"Под ткань, Украшения";"31090";"Рулон";"/upload/iblock/dab/dab47eb95535d73863e82d3f778f9e34.png"
"52290";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Серые";"Виниловые";"Флизелин";"1,06, Метровые, Широкие";"3";"Вензеля, Круги, Узор";"20740";"Рулон";"/upload/iblock/44a/44ab24ad3ee197a3c013e20147c15460.png"
"522-91";"SandBerg";"Familj Collection";"Швеция";"Белые, Черные";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Город, Графика, Для девочек, Для мальчиков, Дома, Сюжет";"1500";"Рулон";"/upload/resize_cache/iblock/baf/480_480_240cd750bba9870f18aada2478b24840a/baf382c3bcf35ef3939213917c2a9f6b.png"
"52291";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Розовые, Серебристые, Кремовые";"Виниловые";"Флизелин";"1,06, Метровые, Широкие";"3";"Круги";"20740";"Рулон";"/upload/iblock/783/783252fb3ffa793c975a9e1a738a75fc.png"
"52292";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Серебристые, Фиолетовые, Сливовые";"Виниловые";"Флизелин";"1,06, Метровые, Широкие";"3";"Узор, Цветы";"20740";"Рулон";"/upload/iblock/b17/b17564986bd4f93337e7f710a3801730.png"
"5230";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Малиновые, Красные, Вишнёвые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Круги, Орнамент, Узор";"2500";"Рулон";"/upload/resize_cache/iblock/0b1/480_480_240cd750bba9870f18aada2478b24840a/0b19a27823c7c32f2761702c01ba08fc.jpg"
"5229";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Шоколадные, Ванильные, Бронзовые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Дамаск, Орнамент, Узор";"390";"Рулон";"/upload/resize_cache/iblock/c78/480_450_240cd750bba9870f18aada2478b24840a/c78fde4740578147cd54f258933d1154.png"
"52293";"Marburg";"Ulf Moritz Wall Couture";"Германия";"Сливовые, Сиреневые, Фиолетовые";"Виниловые";"Флизелин";"1,06, Метровые, Широкие";"3";"Цветы";"20740";"Рулон";"/upload/iblock/2dc/2dcab55f47dc69bcb83b6e1716f073bc.png"
"52301 СС";"ProSpero";"Hudson Collection";"США";"Лиловые, Аквамариновые, Розовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Геометрия, Клетка, Цветная клетка";"390";"Рулон";"/upload/resize_cache/iblock/8db/480_480_240cd750bba9870f18aada2478b24840a/8db58f1d06e6f676a719eb9f32d34ea5.jpg"
"5230";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Песочные, Кремовые, Серые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"390";"Рулон";"/upload/resize_cache/iblock/750/480_450_240cd750bba9870f18aada2478b24840a/7507d5e88d433401f5afbb2562bb7d0f.png"
"5231";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Бронзовые, Терракотовые, Шоколадные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Под ткань";"390";"Рулон";"/upload/resize_cache/iblock/f8b/480_450_240cd750bba9870f18aada2478b24840a/f8b7d370130411c639633cac6d02c55c.png"
"52302 СС";"ProSpero";"Hudson Collection";"США";"Песочные, Бежевые, Кремовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Геометрия, Клетка, Цветная клетка";"390";"Рулон";"/upload/resize_cache/iblock/52c/480_480_240cd750bba9870f18aada2478b24840a/52c83f2d09566fc225f26d653864f098.png"
"52306 СС";"ProSpero";"Hudson Collection";"США";"Мятные, Болотные, Фисташковые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Геометрия, Клетка";"390";"Рулон";"/upload/resize_cache/iblock/aca/480_480_240cd750bba9870f18aada2478b24840a/aca93821d134841cba53af7be69220ea.jpg"
"52304 СС";"ProSpero";"Hudson Collection";"США";"Розовые, Лавандовые, Голубые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Геометрия, Клетка";"390";"Рулон";"/upload/resize_cache/iblock/d4e/480_480_240cd750bba9870f18aada2478b24840a/d4ec662e823712c301b73a5f59ec4530.jpg"
"5231";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Бронзовые, Коричневые, Терракотовые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Круги, Орнамент, Узор";"2500";"Рулон";"/upload/resize_cache/iblock/ccd/480_480_240cd750bba9870f18aada2478b24840a/ccdb335516222b201a0889ac4aefe0f5.jpg"
"5232";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Фиолетовые, Сиреневые, Фиалковые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Круги, Орнамент, Узор";"390";"Рулон";"/upload/resize_cache/iblock/11c/480_480_240cd750bba9870f18aada2478b24840a/11c8968a5cadfcc15bc0d61a5edd39de.jpg"
"5233";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Синие, Лазурные, Васильковые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Круги, Орнамент, Узор";"390";"Рулон";"/upload/resize_cache/iblock/f24/480_480_240cd750bba9870f18aada2478b24840a/f24cc96ceff78f02ac74f140382ed1f2.jpg"
"5236";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Бежевые, Сиреневые, Песочные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Листья, Растительность";"1500";"Рулон";"/upload/resize_cache/iblock/6d2/480_450_240cd750bba9870f18aada2478b24840a/6d214d25722020e0f7e0e34f60683633.png"
"5234";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Серебристые, Сиреневые, Ванильные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"390";"Рулон";"/upload/resize_cache/iblock/190/480_450_240cd750bba9870f18aada2478b24840a/1901435c18d3c7194a6127dcc333680b.png"
"5235";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Песочные, Ванильные, Серебристые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Под штукатурку";"1500";"Рулон";"/upload/resize_cache/iblock/c9a/480_450_240cd750bba9870f18aada2478b24840a/c9a938dcb7a39bfb8cf0f5e7e39b5539.png"
"5237";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Золотые, Песочные, Жемчужные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"2500";"Рулон";"/upload/resize_cache/iblock/ba9/480_450_240cd750bba9870f18aada2478b24840a/ba9ecf2b09d02bfdd0a0ee1388fdf26d.png"
"524000";"Rasch";"Crispy Paper";"Германия";;"Виниловые";"Флизелин";"0,53, Узкие";"10,05";;"1340";"Рулон";"/upload/resize_cache/iblock/b66/480_480_240cd750bba9870f18aada2478b24840a/b6686037b93fa4782c2222c2d35605f8.png"
"524017";"Rasch";"Crispy Paper";"Германия";;"Виниловые";"Флизелин";"0,53, Узкие";"10,05";;"1500";"Рулон";"/upload/resize_cache/iblock/c77/480_480_240cd750bba9870f18aada2478b24840a/c774ab543880f212893696479209545f.png"
"524024";"Rasch";"Crispy Paper";"Германия";;"Виниловые";"Флизелин";"0,53, Узкие";"10,05";;"1500";"Рулон";"/upload/resize_cache/iblock/93d/480_480_240cd750bba9870f18aada2478b24840a/93d836bf95961af5a629546e4091e3bc.png"
"5238";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Кремовые, Песочные, Ванильные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Под штукатурку";"1500";"Рулон";"/upload/resize_cache/iblock/88c/480_450_240cd750bba9870f18aada2478b24840a/88c9881e80f41c350acf28adf601873b.png"
"5240";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Вишнёвые, Алые, Малиновые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Под ткань";"2500";"Рулон";"/upload/resize_cache/iblock/a54/480_480_240cd750bba9870f18aada2478b24840a/a549fe47c883d935fe41693e1e434eb6.jpg"
"5239";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Жемчужные, Золотые, Бежевые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Листья, Растительность";"390";"Рулон";"/upload/resize_cache/iblock/0a9/480_450_240cd750bba9870f18aada2478b24840a/0a95f969d38c898b304d5c119bd81730.png"
"52403";"Domus Parati (Limonta)";"Gardena";"Италия";"Зелёные, Фисташковые, Болотные";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Геометрия, Клетка, Ромбы";"949";"Рулон";"/upload/iblock/ed5/ed5b4526a37ac8217ca25bb9cb8b3603.jpg"
"52402 СС";"ProSpero";"Hudson Collection";"США";"Синие, Кремовые, Лазурные";"Бумажные";"Бумага";"0,68, Узкие";"8,23";;"1500";"Рулон";"/upload/resize_cache/iblock/b87/480_480_240cd750bba9870f18aada2478b24840a/b8778ca872c229b935c55f908ea019a2.jpg"
"524109";"Rasch";"Crispy Paper";"Германия";;"Виниловые";"Флизелин";"0,53, Узкие";"10,05";;"390";"Рулон";"/upload/resize_cache/iblock/529/480_480_240cd750bba9870f18aada2478b24840a/529118e6bf96a1e01943ce9d8f1aaf1d.png"
"524116";"Rasch";"Crispy Paper";"Германия";;"Виниловые";"Флизелин";"0,53, Узкие";"10,05";;"390";"Рулон";"/upload/resize_cache/iblock/e4c/480_480_240cd750bba9870f18aada2478b24840a/e4cc3e1c1959f2786e8bdeb6dc70b13f.png"
"5241";"Jannelli & Volpi (J&V)";"J&V 131 Denim";"Италия";"Кремовые, Ванильные, Бежевые";"Виниловые";"Бумага";"0,7, Узкие";"10,05";"Под ткань";"390";"Рулон";"/upload/resize_cache/iblock/621/480_480_240cd750bba9870f18aada2478b24840a/6217c5e14ca7005e8e7348740390a6ff.png"
"524208";"Rasch";"Crispy Paper";"Германия";;"Виниловые";"Флизелин";"0,53, Узкие";"10,05";;"2500";"Рулон";"/upload/resize_cache/iblock/27f/480_480_240cd750bba9870f18aada2478b24840a/27f5d734b258e12ff9e57d4a9aa5eec9.png"
"5240";"Zambaiti";"Mini Classic (52 серия)";"Италия";"Серебристые, Жемчужные, Кремовые";"Виниловые";"Бумага";"0,53, Узкие";"10,05";"Под штукатурку";"2500";"Рулон";"/upload/resize_cache/iblock/247/480_450_240cd750bba9870f18aada2478b24840a/24719a90d6a8a0686aeb7392427624d3.png"
