"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img"
"50701 СС";"ProSpero";"Hudson Collection";"США";"Салатовые, Ванильные, Кремовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Цветы";"390";"Рулон";"/upload/resize_cache/iblock/b90/480_480_240cd750bba9870f18aada2478b24840a/b9074a3895efafd6de639e8f31142406.jpg"
"50702";"Casa Mia";"Opal";"США";"Разноцветные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Цветы";"2500";"Рулон";"/upload/resize_cache/iblock/626/480_480_240cd750bba9870f18aada2478b24840a/626127241574bec4eb8c424598a9300b.png"
"50703";"Casa Mia";"Opal";"США";"Песочные, Кремовые, Жемчужные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Цветы";"2500";"Рулон";"/upload/resize_cache/iblock/70b/480_480_240cd750bba9870f18aada2478b24840a/70b1ed1697a6b45e2a6e2c42fd8d420f.png"
"50702 СС";"ProSpero";"Hudson Collection";"США";"Голубые, Лиловые, Лавандовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Цветы";"1500";"Рулон";"/upload/resize_cache/iblock/b22/480_480_240cd750bba9870f18aada2478b24840a/b221bf8a355ad82dc6fda013d2c2dd73.jpg"
"5071 JV";"Jannelli & Volpi (J&V)";"J&V 121 Heritage";"Италия";"Ванильные, Песочные, Кремовые";"Виниловые";"Бумага";"2,04";"3";"Орнамент, Под ткань, Узор";"2500";"шт.";"/upload/resize_cache/iblock/c83/480_480_240cd750bba9870f18aada2478b24840a/c8366ef35d9f63b8412b9bea24520c26.jpg"
"5070";"Parato";"Mirtilla";"Италия";"Ванильные, Серебристые, Кремовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"2500";"Рулон";"/upload/resize_cache/iblock/a6a/480_480_240cd750bba9870f18aada2478b24840a/a6a27929514d4666c7919510c74fbc01.png"
"50703 СС";"ProSpero";"Hudson Collection";"США";"Розовые, Жемчужные, Кремовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Цветы";"1500";"Рулон";"/upload/resize_cache/iblock/cf9/480_480_240cd750bba9870f18aada2478b24840a/cf9818131e49ab7d412711abcf15abcf.jpg"
"50709";"Casa Mia";"Opal";"США";"Сиреневые, Желтые, Золотые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Цветы";"390";"Рулон";"/upload/resize_cache/iblock/4d7/480_480_240cd750bba9870f18aada2478b24840a/4d783f7825ccb38d41987728a385a21a.png"
"5072 JV";"Jannelli & Volpi (J&V)";"J&V 121 Heritage";"Италия";"Разноцветные";"Майлар (Mylar)";"Флизелин";"2,04";"3";"Орнамент, Под ткань, Узор";"44688";"шт.";"/upload/resize_cache/iblock/8d1/480_480_240cd750bba9870f18aada2478b24840a/8d1d803ba1010503b67c54cbd463c954.jpg"
"5073 JV";"Jannelli & Volpi (J&V)";"J&V 121 Heritage";"Италия";"Разноцветные";"Майлар (Mylar)";"Флизелин";"2,04";"3";"Орнамент, Под ткань, Узор";"44688";"шт.";"/upload/resize_cache/iblock/423/480_480_240cd750bba9870f18aada2478b24840a/42389c04a63eb5cf8c440da1eed99b9c.jpg"
"5074";"Parato";"Mirtilla";"Италия";"Песочные, Кремовые, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"2750";"Рулон";"/upload/resize_cache/iblock/90b/480_480_240cd750bba9870f18aada2478b24840a/90b2e36acf8d0cf9daf6547d3e519688.png"
"5071";"Parato";"Mirtilla";"Италия";"Лавандовые, Голубые, Белые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"2750";"Рулон";"/upload/resize_cache/iblock/836/480_480_240cd750bba9870f18aada2478b24840a/836ca991daef41a5102be207195b26d4.png"
"5073";"Parato";"Mirtilla";"Италия";"Жемчужные, Кремовые, Ванильные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"2750";"Рулон";"/upload/resize_cache/iblock/171/480_480_240cd750bba9870f18aada2478b24840a/171d7f4e8537a8bf3bb9a2835717c33c.png"
"50801 СС";"ProSpero";"Hudson Collection";"США";"Фисташковые, Зелёные, Салатовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Восточный орнамент, Птицы, Цветы";"1500";"Рулон";"/upload/resize_cache/iblock/bad/480_480_240cd750bba9870f18aada2478b24840a/bad634a32d03176d093c4f92a7f7b818.jpg"
"5079";"Parato";"Mirtilla";"Италия";"Песочные, Серые, Ванильные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"2500";"Рулон";"/upload/resize_cache/iblock/b77/480_480_240cd750bba9870f18aada2478b24840a/b77cf1cfd0ee413a066a9ed342e01062.png"
"50801";"Sirpi";"Reflex";"Италия";"Серые, Серебристые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/8c8/480_480_240cd750bba9870f18aada2478b24840a/8c8e8f5f93a910b78634573e5b2e37a6.png"
"5076";"Parato";"Mirtilla";"Италия";"Синие, Белые, Лазурные";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Ромбы";"1500";"Рулон";"/upload/resize_cache/iblock/fd1/480_480_240cd750bba9870f18aada2478b24840a/fd1b765a58e1e008a008f1995470cbfe.png"
"50800";"Sirpi";"Reflex";"Италия";"Венге, Коричневые, Бронзовые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/ebc/480_480_240cd750bba9870f18aada2478b24840a/ebc03be37cd396f185968dc7cfb19152.png"
"50802";"Casa Mia";"Opal";"США";"Лавандовые, Разноцветные, Голубые";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Узор, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/d68/480_464_240cd750bba9870f18aada2478b24840a/d68e99c873fa8f77805f44a9558f9bf7.png"
"50802 СС";"ProSpero";"Hudson Collection";"США";"Оливковые, Фисташковые, Салатовые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Птицы, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/16a/480_480_240cd750bba9870f18aada2478b24840a/16a9e03e3960dd867920ee0c7e1d2c48.jpg"
"50804";"Sirpi";"Reflex";"Италия";"Болотные, Оливковые, Салатовые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/d1d/480_480_240cd750bba9870f18aada2478b24840a/d1db38530d20194273968e67b1fc85fb.png"
"50802";"Sirpi";"Reflex";"Италия";"Синие, Лазурные, Васильковые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/414/480_480_240cd750bba9870f18aada2478b24840a/4146595804c8ec5ed4d146433fb4af73.png"
"50803";"Sirpi";"Reflex";"Италия";"Серые, Серебристые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/094/480_480_240cd750bba9870f18aada2478b24840a/094965b3bb07cf4f91d28ca8fd446602.png"
"50805";"Casa Mia";"Opal";"США";"Золотые, Желтые, Горчичные";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Узор, Цветы";"2500";"Рулон";"/upload/resize_cache/iblock/d1b/480_464_240cd750bba9870f18aada2478b24840a/d1b0319bb44440629f3c510e9f0e1e87.png"
"5081 ZG";"ProSpero";"Zarina";"Бельгия";"Бордовые, Алые, Малиновые";"Текстильные";;"1,38";"1";"Дамаск";"4514";"Пог.м.";"/upload/resize_cache/iblock/206/480_480_240cd750bba9870f18aada2478b24840a/206f929f2e51a0ef799fadeb02a1a80b.jpg"
"50805";"Sirpi";"Reflex";"Италия";"Серебристые, Серые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/ec5/480_480_240cd750bba9870f18aada2478b24840a/ec524a3981d3e618de297e38204d88eb.png"
"50807 СС";"ProSpero";"Hudson Collection";"США";"Бежевые, Ванильные, Жемчужные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Птицы, Цветы";"1500";"Рулон";"/upload/resize_cache/iblock/97c/480_480_240cd750bba9870f18aada2478b24840a/97c303b69de2eb2867f9838bfa7ac436.jpg"
"50809";"Casa Mia";"Opal";"США";"Серебристые, Разноцветные, Серые";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Узор, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/6ca/480_464_240cd750bba9870f18aada2478b24840a/6cad15f93d903688a5361ebd8e6d8263.png"
"50806 СС";"ProSpero";"Hudson Collection";"США";"Серые, Оранжевые, Серебристые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Восточный орнамент, Птицы, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/6c4/480_480_240cd750bba9870f18aada2478b24840a/6c4335e016bafda72e980fb1f9c978ab.jpg"
"50811";"Casa Mia";"Opal";"США";"Бежевые, Жемчужные, Песочные";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Узор, Цветы";"1500";"Рулон";"/upload/resize_cache/iblock/c03/480_464_240cd750bba9870f18aada2478b24840a/c03b098ccb75e24a9cc3b412e966017c.png"
"5081";"Parato";"Mirtilla";"Италия";"Серые, Лавандовые, Серебристые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"1500";"Рулон";"/upload/resize_cache/iblock/54f/480_480_240cd750bba9870f18aada2478b24840a/54f58462045f4011ebbbd9f68bf054a1.png"
"50821";"Sirpi";"Reflex";"Италия";"Сиреневые, Фиолетовые, Фиалковые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/47d/480_480_240cd750bba9870f18aada2478b24840a/47d773c034246a80cd90931d583b53ca.png"
"50820";"Sirpi";"Reflex";"Италия";"Шоколадные, Венге, Коричневые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/884/480_480_240cd750bba9870f18aada2478b24840a/8844ef92d3cac0c65a89b216be5106a9.png"
"50822";"Sirpi";"Reflex";"Италия";"Лазурные, Синие, Васильковые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/c9e/480_480_240cd750bba9870f18aada2478b24840a/c9eb10c20f0797cf9875607be45e58f3.png"
"50823";"Sirpi";"Reflex";"Италия";"Терракотовые, Венге, Кофейные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/7a7/480_480_240cd750bba9870f18aada2478b24840a/7a78d1655f9e490ae795f32d3cb1a230.png"
"50825";"Sirpi";"Reflex";"Италия";"Салатовые, Фисташковые, Зелёные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/bfc/480_480_240cd750bba9870f18aada2478b24840a/bfc327f2d4bf9a2440f4f2c314d31908.png"
"50824";"Sirpi";"Reflex";"Италия";"Песочные, Жемчужные, Кремовые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Геометрия, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/7f6/480_480_240cd750bba9870f18aada2478b24840a/7f63225aa981e918c35f2c1ff7cdaa04.png"
"5083 ZG";"ProSpero";"Zarina";"Бельгия";"Вишнёвые, Алые, Бордовые";"Текстильные";;"1,38";"1";"Вензеля, Полоска";"13290";"Пог.м.";"/upload/resize_cache/iblock/72d/480_480_240cd750bba9870f18aada2478b24840a/72d9e259afbe18307b884e4c7f45f3a2.jpg"
"5082";"Parato";"Mirtilla";"Италия";"Горчичные, Бронзовые, Желтые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"390";"Рулон";"/upload/resize_cache/iblock/f74/480_480_240cd750bba9870f18aada2478b24840a/f743417d7dffaebe8ef36952ae226a3f.png"
"50840";"Sirpi";"Reflex";"Италия";"Песочные, Кремовые, Ванильные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/892/480_480_240cd750bba9870f18aada2478b24840a/892d69950db5c3149f8718d9f5207220.png"
"50842";"Sirpi";"Reflex";"Италия";"Бронзовые, Терракотовые, Венге";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/4b7/480_480_240cd750bba9870f18aada2478b24840a/4b70109964acdd4487836495dd66fa05.png"
"50841";"Sirpi";"Reflex";"Италия";"Голубые, Лавандовые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/a02/480_480_240cd750bba9870f18aada2478b24840a/a0218bd829003fc99c3fdc63df0a0532.png"
"50844";"Sirpi";"Reflex";"Италия";"Розовые, Лиловые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/619/480_480_240cd750bba9870f18aada2478b24840a/6194c961c1cf5a177b30d818f25cbf5b.png"
"50843";"Sirpi";"Reflex";"Италия";"Серые, Коричневые, Кофейные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/91d/480_480_240cd750bba9870f18aada2478b24840a/91d8cbd1046b116900ffea09ce37a977.png"
"50845";"Sirpi";"Reflex";"Италия";"Серые, Серебристые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/a67/480_480_240cd750bba9870f18aada2478b24840a/a6720bfe09ced717e4220aa1133900d3.png"
"50846";"Sirpi";"Reflex";"Италия";"Серебристые, Серые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/04a/480_480_240cd750bba9870f18aada2478b24840a/04ac55f4401aa6b662cfa414755a64ef.png"
"50847";"Sirpi";"Reflex";"Италия";"Серые, Серебристые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/a00/480_480_240cd750bba9870f18aada2478b24840a/a004e05f894b6b0beb172e5a264926c8.png"
"50849";"Sirpi";"Reflex";"Италия";"Лиловые, Розовые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под штукатурку";"4950";"Рулон";"/upload/resize_cache/iblock/cb4/480_480_240cd750bba9870f18aada2478b24840a/cb4a25d6964e8c981e1202b4efd785f3.png"
"50848";"Sirpi";"Reflex";"Италия";"Венге, Кофейные, Терракотовые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/044/480_480_240cd750bba9870f18aada2478b24840a/044b7aec7230be8e91d22083033cef2d.png"
"5084";"Parato";"Mirtilla";"Италия";"Коричневые, Бронзовые, Лиловые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"390";"Рулон";"/upload/resize_cache/iblock/a52/480_480_240cd750bba9870f18aada2478b24840a/a52a576b72aa892dfba5a046e7982961.png"
"5086";"Parato";"Mirtilla";"Италия";"Белые, Лавандовые, Голубые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"390";"Рулон";"/upload/resize_cache/iblock/e00/480_480_240cd750bba9870f18aada2478b24840a/e00a9a1d99e82675e4c32ec60c93190e.png"
"50870";"Sirpi";"Reflex";"Италия";"Розовые, Лиловые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Геометрия, Квадраты";"4950";"Рулон";"/upload/resize_cache/iblock/10d/480_480_240cd750bba9870f18aada2478b24840a/10d38fda8bc3bfa5f5acb657e912feaf.png"
"50850";"Sirpi";"Reflex";"Италия";"Розовые, Лиловые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Под камень";"4950";"Рулон";"/upload/resize_cache/iblock/e35/480_480_240cd750bba9870f18aada2478b24840a/e35e7284218b095b90a7300444f05f3d.png"
"5085";"Parato";"Mirtilla";"Италия";"Зелёные, Болотные, Салатовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"1500";"Рулон";"/upload/resize_cache/iblock/13e/480_480_240cd750bba9870f18aada2478b24840a/13ed201311250eb397980ab13ec79d2f.png"
"50871";"Sirpi";"Reflex";"Италия";"Серебристые, Серые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Геометрия, Квадраты";"4950";"Рулон";"/upload/resize_cache/iblock/db0/480_480_240cd750bba9870f18aada2478b24840a/db0753cd88248f244a592e00f89825d0.jpg"
"50877";"Sirpi";"Reflex";"Италия";"Серебристые, Серые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Геометрия, Квадраты";"4950";"Рулон";"/upload/resize_cache/iblock/e6c/480_480_240cd750bba9870f18aada2478b24840a/e6cc68a6b9ec70d18d5ce6d36fac07b5.jpg"
"50873";"Sirpi";"Reflex";"Италия";"Венге, Бронзовые, Шоколадные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Геометрия, Квадраты";"4950";"Рулон";"/upload/resize_cache/iblock/d90/480_480_240cd750bba9870f18aada2478b24840a/d9043259bf69df099cfbcfede427c5d9.jpg"
"50878";"Sirpi";"Reflex";"Италия";"Коричневые, Кофейные, Шоколадные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Геометрия, Квадраты";"4950";"Рулон";"/upload/resize_cache/iblock/3bb/480_480_240cd750bba9870f18aada2478b24840a/3bb1504109f007165c5dba615d366251.png"
"50875";"Sirpi";"Reflex";"Италия";"Серые, Серебристые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Геометрия, Квадраты";"4950";"Рулон";"/upload/resize_cache/iblock/7d6/480_428_240cd750bba9870f18aada2478b24840a/7d673d6cd10c0072502522cb3697601f.jpg"
"5087";"Parato";"Mirtilla";"Италия";"Синие, Лавандовые, Васильковые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"390";"Рулон";"/upload/resize_cache/iblock/731/480_480_240cd750bba9870f18aada2478b24840a/73143577a9e2dfe59feea131a8ba618f.png"
"50882";"Sirpi";"Reflex";"Италия";"Венге, Бронзовые, Шоколадные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/4c0/480_480_240cd750bba9870f18aada2478b24840a/4c0b32f4b3259acf44677334b0b9216f.png"
"50872";"Sirpi";"Reflex";"Италия";"Синие, Лазурные, Васильковые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Геометрия, Квадраты";"4950";"Рулон";"/upload/resize_cache/iblock/a19/480_480_240cd750bba9870f18aada2478b24840a/a1909000ccd6d1ec83724ecae3fe2963.jpg"
"50880";"Sirpi";"Reflex";"Италия";"Коричневые, Шоколадные, Бронзовые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/7d9/480_480_240cd750bba9870f18aada2478b24840a/7d90b53aca9873ed9fc92de84acb22f6.png"
"50884";"Sirpi";"Reflex";"Италия";"Серые, Серебристые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/004/480_480_240cd750bba9870f18aada2478b24840a/004a7720190891fbdd6aecfe036c9091.png"
"50886";"Sirpi";"Reflex";"Италия";"Серебристые, Серые";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/c29/480_480_240cd750bba9870f18aada2478b24840a/c2936d9b617f4bc9a761330142fa991e.png"
"509 axina-green";"Khroma";"Best of";"Бельгия";;;;;;;;"Рулон";"/upload/iblock/cb7/cb77cc9b92c01ee83180236035a7f452.png"
"50902";"Casa Mia";"Opal";"США";"Голубые, Лавандовые, Разноцветные";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Полоска, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/647/480_464_240cd750bba9870f18aada2478b24840a/64714f7aebbf3bb57317d38385794de1.png"
"50905";"Casa Mia";"Opal";"США";"Лимонные, Желтые, Разноцветные";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Полоска, Цветы";"390";"Рулон";"/upload/resize_cache/iblock/8db/480_464_240cd750bba9870f18aada2478b24840a/8dbb8227cda1035aa2b7eef37590efce.png"
"5089";"Parato";"Mirtilla";"Италия";"Кремовые, Кофейные, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"2500";"Рулон";"/upload/resize_cache/iblock/30b/480_480_240cd750bba9870f18aada2478b24840a/30ba9cb052a4d130c7855142df5fbad1.png"
"50889";"Sirpi";"Reflex";"Италия";"Жемчужные, Кремовые, Ванильные";"Виниловые";"Флизелин";"1, Метровые, Широкие";"10,05";"Вертикальная полоска, Полоска";"4950";"Рулон";"/upload/resize_cache/iblock/07c/480_480_240cd750bba9870f18aada2478b24840a/07c96b81b1fc015f7a8364cf831a5534.png"
"50902 СС";"ProSpero";"Hudson Collection";"США";"Бежевые, Мятные, Аквамариновые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Вензеля, Дамаск";"390";"Рулон";"/upload/resize_cache/iblock/384/480_480_240cd750bba9870f18aada2478b24840a/38455ebed7369ef5c7f7041efa17843b.jpg"
"50901 СС";"ProSpero";"Hudson Collection";"США";"Жемчужные, Бежевые, Ванильные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Вензеля, Дамаск";"390";"Рулон";"/upload/resize_cache/iblock/ead/480_480_240cd750bba9870f18aada2478b24840a/eade84943ef93da113b2ee047908903d.jpg"
"50906 СС";"ProSpero";"Hudson Collection";"США";"Песочные, Кремовые, Серебристые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Вензеля, Дамаск";"1500";"Рулон";"/upload/resize_cache/iblock/be7/480_480_240cd750bba9870f18aada2478b24840a/be730551fd1693ba1a5ce192307e13b7.jpg"
"5090";"Parato";"Mirtilla";"Италия";"Ванильные, Жемчужные, Бежевые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"390";"Рулон";"/upload/resize_cache/iblock/ff1/480_480_240cd750bba9870f18aada2478b24840a/ff17795f4be68fc3b126f1352ebed62f.png"
"50911";"Casa Mia";"Opal";"США";"Жемчужные, Бежевые, Ванильные";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Полоска, Цветы";"1500";"Рулон";"/upload/resize_cache/iblock/47f/480_464_240cd750bba9870f18aada2478b24840a/47fb625a33ced6540b7ebd3f4e8a86d9.png"
"50909";"Casa Mia";"Opal";"США";"Серебристые, Серые, Разноцветные";"Бумажные";"Бумага";"0,68, Узкие";"8,2";"Вензеля, Полоска, Цветы";"1500";"Рулон";"/upload/resize_cache/iblock/518/480_464_240cd750bba9870f18aada2478b24840a/5185f47793a5567b1dc5bf86c94430ec.png"
"5096";"Parato";"Mirtilla";"Италия";"Кофейные, Коричневые, Бронзовые";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Полоска";"2750";"Рулон";"/upload/resize_cache/iblock/d95/480_480_240cd750bba9870f18aada2478b24840a/d95228943d7d8bcbc153b436af76374a.png"
"50977218";"Caselio";"Love";"Франция";;;;;;;;"Рулон";"/upload/resize_cache/iblock/a94/480_480_240cd750bba9870f18aada2478b24840a/a94163ac018d5a11df121bd8e1f36fbc.png"
